#x, #y, #z, #V1, #V2
04,22,30,-0.0112425,0.0085915
04,23,30,0.0124951,0.0083192
04,24,30,0.0135101,-0.0081262
04,25,30,-0.0142915,0.0080002
04,26,30,-0.0148481,0.0079264
04,27,30,0.0151950,-0.0078868
04,28,30,0.0153495,0.0078651
04,29,30,-0.0153258,0.0078488
04,30,30,0.0151415,-0.0078254
04,31,30,0.0148185,-0.0077821
04,32,30,-0.0143813,-0.0077081
04,33,30,-0.0138528,0.0075957
04,34,30,0.0132470,0.0074452
04,35,30,0.0125730,-0.0072627
04,36,30,0.0118495,-0.0070487
04,37,30,0.0111006,-0.0068001
04,38,30,-0.0103434,-0.0065189
04,39,30,-0.0095888,-0.0062100
04,40,30,0.0088474,0.0058789
05,00,30,0.0334899,-0.0273079
05,01,30,0.0333118,0.0271924
05,02,30,0.0327794,-0.0268489
05,03,30,0.0319011,-0.0262833
05,04,30,-0.0306912,-0.0255062
05,05,30,0.0291674,0.0245363
05,06,30,-0.0273514,0.0233994
05,07,30,0.0252680,0.0221300
05,08,30,0.0229467,0.0207697
05,09,30,-0.0204249,0.0193599
05,10,30,-0.0177449,-0.0179399
05,11,30,-0.0149528,-0.0165445
05,12,30,0.0120958,0.0152043
05,13,30,-0.0092221,-0.0139445
05,14,30,0.0063806,0.0127844
05,15,30,-0.0036219,-0.0117323
05,16,30,0.0009883,0.0107891
05,17,30,-0.0014938,0.0099549
05,18,30,0.0038054,0.0092265
05,19,30,0.0059290,0.0086029
05,20,30,-0.0078433,0.0080855
05,21,30,-0.0095301,0.0076720
05,22,30,-0.0109807,-0.0073540
05,23,30,-0.0121937,-0.0071214
05,24,30,0.0131717,-0.0069633
05,25,30,-0.0139212,-0.0068671
05,26,30,-0.0144527,-0.0068195
05,27,30,-0.0147794,-0.0068067
05,28,30,0.0149172,0.0068143
05,29,30,0.0148821,-0.0068295
05,30,30,0.0146939,0.0068384
05,31,30,-0.0143734,-0.0068297
05,32,30,-0.0139420,-0.0067942
05,33,30,-0.0134215,-0.0067243
05,34,30,0.0128275,0.0066187
05,35,30,0.0121705,-0.0064808
05,36,30,-0.0114678,0.0063116
05,37,30,0.0107401,0.0061098
05,38,30,0.0100039,0.0058767
05,39,30,-0.0092719,-0.0056155
05,40,30,-0.0085523,0.0053321
06,00,30,-0.0323389,0.0242133
06,01,30,-0.0321663,-0.0241023
06,02,30,-0.0316500,0.0237725
06,03,30,-0.0307998,-0.0232294
06,04,30,-0.0296312,-0.0224829
06,05,30,-0.0281618,0.0215527
06,06,30,-0.0264135,-0.0204663
06,07,30,-0.0244116,0.0192580
06,08,30,-0.0221843,0.0179697
06,09,30,0.0197649,-0.0166441
06,10,30,-0.0171917,-0.0153203
06,11,30,0.0145068,-0.0140315
06,12,30,-0.0117527,0.0128058
06,13,30,-0.0089721,-0.0116666
06,14,30,0.0062118,-0.0106293
06,15,30,-0.0035249,-0.0096964
06,16,30,-0.0009546,-0.0088665
06,17,30,0.0014688,-0.0081352
06,18,30,-0.0037238,-0.0074999
06,19,30,0.0057906,0.0069547
06,20,30,0.0076482,-0.0065095
06,21,30,0.0092808,-0.0061620
06,22,30,-0.0106794,0.0058964
06,23,30,-0.0118419,-0.0057106
06,24,30,-0.0127724,0.0055945
06,25,30,0.0134804,0.0055358
06,26,30,-0.0139789,-0.0055225
06,27,30,0.0142806,0.0055429
06,28,30,-0.0143996,-0.0055856
06,29,30,-0.0143524,-0.0056378
06,30,30,-0.0141608,0.0056855
06,31,30,0.0138435,-0.0057185
06,32,30,0.0134181,0.0057297
06,33,30,0.0129073,-0.0057105
06,34,30,-0.0123287,-0.0056570
06,35,30,-0.0116916,-0.0055721
06,36,30,0.0110110,-0.0054568
06,37,30,-0.0103076,0.0053100
06,38,30,-0.0095976,0.0051321
06,39,30,-0.0088929,0.0049258
06,40,30,0.0081992,0.0046975
07,00,30,0.0309171,0.0207355
07,01,30,-0.0307521,-0.0206305
07,02,30,-0.0302594,0.0203185
07,03,30,-0.0294485,-0.0198044
07,04,30,-0.0283340,0.0190987
07,05,30,-0.0269313,-0.0182229
07,06,30,0.0252611,-0.0172049
07,07,30,0.0233497,0.0160774
07,08,30,-0.0212246,-0.0148805
07,09,30,0.0189168,0.0136561
07,10,30,0.0164605,0.0124435
07,11,30,-0.0138952,0.0112736
07,12,30,-0.0112598,0.0101722
07,13,30,0.0085917,-0.0091610
07,14,30,-0.0059352,0.0082506
07,15,30,-0.0033409,0.0074431
07,16,30,-0.0008554,0.0067303
07,17,30,0.0014894,-0.0061021
07,18,30,0.0036678,-0.0055654
07,19,30,0.0056586,-0.0051134
07,20,30,-0.0074430,0.0047449
07,21,30,-0.0090064,0.0044582
07,22,30,-0.0103405,0.0042501
07,23,30,0.0114427,0.0041211
07,24,30,-0.0123164,-0.0040519
07,25,30,0.0129750,-0.0040367
07,26,30,-0.0134334,0.0040648
07,27,30,-0.0137044,0.0041262
07,28,30,-0.0138020,0.0042103
07,29,30,-0.0137428,0.0043054
07,30,30,-0.0135473,-0.0043987
07,31,30,0.0132329,-0.0044808
07,32,30,0.0128158,0.0045445
07,33,30,-0.0123181,-0.0045814
07,34,30,-0.0117571,0.0045868
07,35,30,0.0111412,-0.0045622
07,36,30,0.0104854,-0.0045077
07,37,30,0.0098097,0.0044221
07,38,30,-0.0091292,0.0043058
07,39,30,-0.0084550,0.0041607
07,40,30,0.0077932,-0.0039919
08,00,30,0.0292437,-0.0169870
08,01,30,0.0290874,0.0168902
08,02,30,0.0286220,0.0166013
08,03,30,0.0278572,-0.0161242
08,04,30,0.0268058,-0.0154702
08,05,30,0.0254804,0.0146618
08,06,30,-0.0238997,-0.0137263
08,07,30,-0.0220892,0.0126941
08,08,30,-0.0200754,0.0116026
08,09,30,0.0178865,0.0104928
08,10,30,-0.0155545,-0.0094023
08,11,30,0.0131174,-0.0083601
08,12,30,0.0106125,-0.0073891
08,13,30,-0.0080738,-0.0065066
08,14,30,-0.0055404,0.0057249
08,15,30,0.0030617,-0.0050394
08,16,30,-0.0006825,-0.0044368
08,17,30,0.0015615,0.0039205
08,18,30,-0.0036428,0.0034823
08,19,30,0.0055385,-0.0031193
08,20,30,0.0072315,-0.0028296
08,21,30,-0.0087101,0.0026120
08,22,30,0.0099662,0.0024651
08,23,30,-0.0109958,0.0023857
08,24,30,-0.0118057,-0.0023723
08,25,30,0.0124093,0.0024048
08,26,30,-0.0128227,-0.0024802
08,27,30,-0.0130583,-0.0025895
08,28,30,0.0131308,-0.0027224
08,29,30,-0.0130574,-0.0028673
08,30,30,0.0128560,-0.0030134
08,31,30,0.0125424,0.0031515
08,32,30,-0.0121338,-0.0032737
08,33,30,0.0116517,0.0033715
08,34,30,-0.0111121,-0.0034399
08,35,30,-0.0105223,-0.0034791
08,36,30,-0.0098958,-0.0034893
08,37,30,-0.0092507,0.0034695
08,38,30,-0.0086020,0.0034196
08,39,30,0.0079624,-0.0033396
08,40,30,0.0073396,-0.0032328
09,00,30,0.0273419,-0.0130937
09,01,30,-0.0271954,-0.0130070
09,02,30,-0.0267598,0.0127472
09,03,30,-0.0260450,0.0123170
09,04,30,0.0250621,0.0117269
09,05,30,-0.0238212,0.0109988
09,06,30,0.0223390,0.0101574
09,07,30,-0.0206394,-0.0092303
09,08,30,0.0187465,-0.0082528
09,09,30,0.0166855,0.0072638
09,10,30,-0.0144862,0.0062990
09,11,30,0.0121861,0.0053839
09,12,30,-0.0098214,-0.0045420
09,13,30,-0.0074238,0.0037878
09,14,30,-0.0050299,-0.0031232
09,15,30,0.0026866,-0.0025513
09,16,30,-0.0004368,-0.0020604
09,17,30,0.0016843,0.0016441
09,18,30,0.0036469,0.0012981
09,19,30,0.0054279,-0.0010195
09,20,30,-0.0070122,-0.0008068
09,21,30,0.0083900,0.0006594
09,22,30,0.0095542,0.0005762
09,23,30,-0.0105011,-0.0005542
09,24,30,0.0112379,0.0005890
09,25,30,0.0117824,0.0006796
09,26,30,0.0121474,-0.0008079
09,27,30,0.0123457,-0.0009708
09,28,30,-0.0123910,-0.0011583
09,29,30,-0.0123006,-0.0013595
09,30,30,0.0120902,0.0015640
09,31,30,0.0117753,-0.0017629
09,32,30,-0.0113749,-0.0019476
09,33,30,-0.0109095,0.0021100
09,34,30,0.0103944,-0.0022447
09,35,30,0.0098369,0.0023499
09,36,30,0.0092453,0.0024267
09,37,30,0.0086339,-0.0024750
09,38,30,0.0080214,0.0024931
09,39,30,-0.0074226,-0.0024798
09,40,30,-0.0068422,-0.0024383
10,00,30,0.0252311,-0.0091925
10,01,30,0.0250959,-0.0091171
10,02,30,0.0246942,-0.0088909
10,03,30,0.0240343,0.0085154
10,04,30,0.0231251,0.0079997
10,05,30,-0.0219748,-0.0073621
10,06,30,-0.0205981,0.0066233
10,07,30,0.0190167,-0.0058080
10,08,30,-0.0172521,-0.0049487
10,09,30,-0.0153273,-0.0040810
10,10,30,0.0132707,-0.0032360
10,11,30,0.0111171,-0.0024425
10,12,30,0.0089020,0.0017192
10,13,30,0.0066556,-0.0010755
10,14,30,-0.0044154,0.0005212
10,15,30,-0.0022252,-0.0000486
10,16,30,0.0001257,0.0003490
10,17,30,0.0018498,-0.0006774
10,18,30,0.0036725,-0.0009410
10,19,30,-0.0053202,-0.0011420
10,20,30,-0.0067793,-0.0012811
10,21,30,0.0080416,-0.0013588
10,22,30,0.0091009,-0.0013769
10,23,30,0.0099551,-0.0013385
10,24,30,0.0106124,-0.0012461
10,25,30,0.0110916,-0.0010976
10,26,30,0.0114057,0.0009107
10,27,30,0.0115662,-0.0006892
10,28,30,-0.0115841,0.0004431
10,29,30,-0.0114750,0.0001825
10,30,30,0.0112552,0.0000828
10,31,30,-0.0109408,0.0003438
10,32,30,-0.0105504,-0.0005920
10,33,30,-0.0101033,0.0008207
10,34,30,0.0096152,-0.0010234
10,35,30,0.0090933,-0.0011970
10,36,30,0.0085409,-0.0013416
10,37,30,0.0079681,0.0014581
10,38,30,-0.0073968,-0.0015440
10,39,30,0.0068416,-0.0015988
10,40,30,-0.0063044,-0.0016250
11,00,30,-0.0229240,-0.0054174
11,01,30,-0.0228022,-0.0053538
11,02,30,-0.0224394,0.0051625
11,03,30,0.0218414,-0.0048446
11,04,30,-0.0210133,-0.0044071
11,05,30,-0.0199607,-0.0038631
11,06,30,0.0186965,0.0032290
11,07,30,-0.0172398,0.0025262
11,08,30,0.0156099,-0.0017830
11,09,30,0.0138287,-0.0010290
11,10,30,-0.0119228,-0.0002957
11,11,30,-0.0099253,-0.0003953
11,12,30,0.0078704,0.0010178
11,13,30,-0.0057882,0.0015639
11,14,30,-0.0037150,-0.0020322
11,15,30,0.0016947,0.0024249
11,16,30,-0.0002352,-0.0027449
11,17,30,-0.0020450,0.0029974
11,18,30,0.0037085,-0.0031874
11,19,30,0.0052062,-0.0033163
11,20,30,0.0065262,-0.0033841
11,21,30,-0.0076610,0.0033926
11,22,30,-0.0086047,-0.0033451
11,23,30,0.0093573,0.0032444
11,24,30,0.0099292,-0.0030911
11,25,30,-0.0103380,-0.0028867
11,26,30,0.0106000,0.0026325
11,27,30,-0.0107205,-0.0023498
11,28,30,-0.0107097,-0.0020439
11,29,30,-0.0105825,0.0017238
11,30,30,0.0103561,-0.0013982
11,31,30,0.0100461,0.0010758
11,32,30,0.0096674,-0.0007644
11,33,30,0.0092408,-0.0004703
11,34,30,0.0087833,0.0001997
11,35,30,0.0082998,0.0000428
11,36,30,-0.0077897,-0.0002552
11,37,30,0.0072629,0.0004379
11,38,30,0.0067383,-0.0005905
11,39,30,0.0062288,0.0007129
11,40,30,0.0057372,-0.0008063
12,00,30,0.0204229,-0.0018647
12,01,30,0.0203166,0.0018118
12,02,30,-0.0199990,0.0016528
12,03,30,-0.0194718,0.0013888
12,04,30,-0.0187350,0.0010243
12,05,30,-0.0177903,-0.0005678
12,06,30,-0.0166479,0.0000317
12,07,30,0.0153255,-0.0005663
12,08,30,0.0138385,0.0012015
12,09,30,-0.0122072,-0.0018523
12,10,30,0.0104597,-0.0024868
12,11,30,-0.0086278,0.0030822
12,12,30,0.0067448,-0.0036190
12,13,30,-0.0048413,0.0040879
12,14,30,0.0029529,-0.0044871
12,15,30,-0.0011200,0.0048149
12,16,30,0.0006233,-0.0050699
12,17,30,0.0022509,0.0052562
12,18,30,-0.0037399,-0.0053798
12,19,30,-0.0050732,0.0054413
12,20,30,0.0062415,-0.0054407
12,21,30,-0.0072385,0.0053814
12,22,30,0.0080588,0.0052691
12,23,30,-0.0087043,0.0051066
12,24,30,0.0091869,0.0048927
12,25,30,0.0095238,-0.0046276
12,26,30,0.0097295,-0.0043130
12,27,30,-0.0098081,0.0039712
12,28,30,-0.0097692,0.0036077
12,29,30,0.0096267,0.0032305
12,30,30,-0.0093976,-0.0028468
12,31,30,0.0090948,-0.0024659
12,32,30,-0.0087324,0.0020949
12,33,30,-0.0083302,0.0017388
12,34,30,-0.0079060,-0.0014027
12,35,30,-0.0074625,0.0010932
12,36,30,0.0069982,-0.0008145
12,37,30,0.0065214,-0.0005669
12,38,30,-0.0060478,-0.0003496
12,39,30,-0.0055886,0.0001619
12,40,30,0.0051445,0.0000032
13,00,30,-0.0177232,-0.0014614
13,01,30,0.0176352,-0.0015047
13,02,30,0.0173700,-0.0016346
13,03,30,-0.0169243,0.0018491
13,04,30,0.0162922,0.0021463
13,05,30,0.0154697,-0.0025217
13,06,30,-0.0144640,-0.0029659
13,07,30,-0.0132863,-0.0034626
13,08,30,-0.0119530,-0.0039941
13,09,30,-0.0104831,-0.0045411
13,10,30,0.0089037,0.0050810
13,11,30,-0.0072489,0.0055900
13,12,30,-0.0055523,-0.0060486
13,13,30,0.0038443,-0.0064476
13,14,30,-0.0021579,-0.0067842
13,15,30,0.0005287,0.0070534
13,16,30,0.0010136,-0.0072505
13,17,30,-0.0024460,-0.0073787
13,18,30,-0.0037481,-0.0074435
13,19,30,-0.0049057,-0.0074451
13,20,30,0.0059121,-0.0073832
13,21,30,-0.0067631,-0.0072618
13,22,30,0.0074556,-0.0070885
13,23,30,-0.0079920,0.0068672
13,24,30,0.0083838,0.0065970
13,25,30,-0.0086465,0.0062773
13,26,30,-0.0087939,0.0059092
13,27,30,-0.0088302,0.0055148
13,28,30,-0.0087647,0.0050994
13,29,30,0.0086102,0.0046702
13,30,30,-0.0083823,0.0042334
13,31,30,0.0080920,-0.0037989
13,32,30,-0.0077518,-0.0033733
13,33,30,0.0073796,0.0029603
13,34,30,0.0069911,-0.0025641
13,35,30,0.0065894,0.0021924
13,36,30,-0.0061729,-0.0018513
13,37,30,-0.0057471,0.0015422
13,38,30,-0.0053255,0.0012632
13,39,30,0.0049187,0.0010131
13,40,30,0.0045271,-0.0007923
14,00,30,0.0148387,0.0046162
14,01,30,-0.0147713,0.0046486
14,02,30,-0.0145658,-0.0047452
14,03,30,0.0142131,0.0049050
14,04,30,0.0137007,-0.0051281
14,05,30,-0.0130191,-0.0054150
14,06,30,-0.0121635,-0.0057590
14,07,30,0.0111460,-0.0061484
14,08,30,0.0099804,0.0065708
14,09,30,-0.0086857,0.0070120
14,10,30,0.0072895,-0.0074541
14,11,30,0.0058272,-0.0078745
14,12,30,-0.0043327,-0.0082534
14,13,30,0.0028350,-0.0085820
14,14,30,-0.0013638,-0.0088564
14,15,30,0.0000499,0.0090694
14,16,30,-0.0013804,0.0092141
14,17,30,-0.0026077,-0.0092916
14,18,30,-0.0037144,-0.0093063
14,19,30,0.0046893,-0.0092577
14,20,30,-0.0055281,-0.0091447
14,21,30,0.0062293,-0.0089710
14,22,30,0.0067921,-0.0087444
14,23,30,0.0072193,0.0084715
14,24,30,0.0075204,0.0081532
14,25,30,0.0077094,-0.0077884
14,26,30,0.0077994,-0.0073774
14,27,30,0.0077952,-0.0069404
14,28,30,-0.0077064,0.0064819
14,29,30,-0.0075445,0.0060087
14,30,30,-0.0073226,0.0055264
14,31,30,-0.0070496,0.0050458
14,32,30,0.0067374,0.0045723
14,33,30,0.0064002,0.0041096
14,34,30,-0.0060503,-0.0036617
14,35,30,0.0056924,-0.0032354
14,36,30,-0.0053257,-0.0028382
14,37,30,-0.0049523,0.0024734
14,38,30,-0.0045841,-0.0021380
14,39,30,-0.0042310,0.0018301
14,40,30,-0.0038932,-0.0015512
15,00,30,-0.0118166,0.0076050
15,01,30,0.0117712,0.0076240
15,02,30,-0.0116296,0.0076808
15,03,30,-0.0113778,-0.0077758
15,04,30,-0.0109989,-0.0079128
15,05,30,0.0104682,0.0080961
15,06,30,-0.0097794,-0.0083267
15,07,30,0.0089374,0.0085977
15,08,30,0.0079549,-0.0089014
15,09,30,-0.0068521,0.0092283
15,10,30,-0.0056571,-0.0095639
15,11,30,-0.0044044,-0.0098879
15,12,30,0.0031260,-0.0101812
15,13,30,0.0018492,-0.0104358
15,14,30,0.0006018,0.0106478
15,15,30,0.0005887,0.0108080
15,16,30,-0.0017001,-0.0109064
15,17,30,0.0027157,0.0109410
15,18,30,-0.0036222,0.0109139
15,19,30,-0.0044120,0.0108240
15,20,30,-0.0050825,-0.0106701
15,21,30,-0.0056339,0.0104552
15,22,30,0.0060674,-0.0101875
15,23,30,-0.0063857,-0.0098752
15,24,30,-0.0065976,-0.0095203
15,25,30,0.0067161,0.0091218
15,26,30,0.0067524,0.0086799
15,27,30,-0.0067118,-0.0082126
15,28,30,0.0066040,0.0077225
15,29,30,-0.0064400,-0.0072152
15,30,30,0.0062299,0.0066968
15,31,30,0.0059801,-0.0061789
15,32,30,0.0057002,-0.0056666
15,33,30,-0.0054014,0.0051638
15,34,30,-0.0050935,0.0046739
15,35,30,-0.0047814,-0.0042030
15,36,30,-0.0044650,0.0037591
15,37,30,-0.0041459,-0.0033458
15,38,30,-0.0038331,0.0029606
15,39,30,-0.0035344,-0.0026016
15,40,30,-0.0032508,0.0022703
16,00,30,-0.0087349,-0.0103768
16,01,30,0.0087111,0.0103803
16,02,30,-0.0086331,-0.0103921
16,03,30,0.0084857,0.0104163
16,04,30,0.0082381,0.0104576
16,05,30,0.0078668,-0.0105283
16,06,30,-0.0073555,0.0106353
16,07,30,-0.0067029,0.0107782
16,08,30,0.0059192,0.0109546
16,09,30,0.0050247,-0.0111584
16,10,30,0.0040469,0.0113784
16,11,30,0.0030170,0.0115973
16,12,30,-0.0019647,-0.0117994
16,13,30,-0.0009166,0.0119786
16,14,30,-0.0001011,-0.0121298
16,15,30,0.0010637,-0.0122409
16,16,30,-0.0019525,0.0122979
16,17,30,-0.0027542,0.0122955
16,18,30,-0.0034601,-0.0122334
16,19,30,-0.0040656,0.0121103
16,20,30,0.0045697,-0.0119253
16,21,30,-0.0049737,-0.0116814
16,22,30,0.0052799,-0.0113862
16,23,30,0.0054919,0.0110484
16,24,30,-0.0056182,-0.0106705
16,25,30,0.0056707,0.0102513
16,26,30,0.0056593,0.0097909
16,27,30,0.0055888,-0.0093050
16,28,30,0.0054682,0.0087952
16,29,30,-0.0053068,-0.0082661
16,30,30,0.0051123,0.0077244
16,31,30,-0.0048910,0.0071781
16,32,30,-0.0046468,0.0066379
16,33,30,0.0043891,0.0061060
16,34,30,0.0041260,0.0055851
16,35,30,-0.0038613,0.0050813
16,36,30,0.0035965,-0.0046009
16,37,30,-0.0033343,-0.0041468
16,38,30,0.0030789,0.0037192
16,39,30,0.0028358,0.0033166
16,40,30,-0.0026068,0.0029400
17,00,30,-0.0056828,0.0128627
17,01,30,0.0056788,-0.0128502
17,02,30,-0.0056622,-0.0128175
17,03,30,-0.0056069,-0.0127684
17,04,30,0.0054878,-0.0127146
17,05,30,-0.0052747,0.0126713
17,06,30,0.0049455,0.0126509
17,07,30,-0.0044921,0.0126604
17,08,30,-0.0039202,0.0127033
17,09,30,-0.0032466,0.0127777
17,10,30,0.0024961,0.0128766
17,11,30,0.0016972,-0.0129868
17,12,30,-0.0008768,-0.0130960
17,13,30,-0.0000617,-0.0131994
17,14,30,0.0007230,-0.0132902
17,15,30,-0.0014563,0.0133528
17,16,30,0.0021237,0.0133704
17,17,30,-0.0027152,-0.0133343
17,18,30,0.0032246,0.0132425
17,19,30,-0.0036500,0.0130933
17,20,30,-0.0039918,-0.0128870
17,21,30,-0.0042526,0.0126264
17,22,30,-0.0044359,-0.0123176
17,23,30,-0.0045468,-0.0119683
17,24,30,-0.0045937,-0.0115808
17,25,30,-0.0045874,-0.0111510
17,26,30,0.0045341,-0.0106883
17,27,30,0.0044405,0.0101956
17,28,30,-0.0043127,0.0096787
17,29,30,0.0041576,-0.0091420
17,30,30,0.0039817,0.0085904
17,31,30,0.0037898,-0.0080309
17,32,30,-0.0035832,0.0074754
17,33,30,-0.0033689,-0.0069261
17,34,30,0.0031535,0.0063852
17,35,30,0.0029400,0.0058583
