0.000000 0.000000 0.448903 0.448306 0.443052 0.443436
0.000000 0.100000 0.446734 0.446152 0.441797 0.442132
0.000000 0.200000 0.440290 0.439727 0.438000 0.438246
0.000000 0.300000 0.429798 0.429151 0.431584 0.431826
0.000000 0.400000 0.415486 0.414586 0.422538 0.422959
0.000000 0.500000 0.397475 0.396185 0.411045 0.411785
0.000000 0.600000 0.375824 0.374149 0.397476 0.398544
0.000000 0.700000 0.350526 0.348644 0.382312 0.383564
0.000000 0.800000 0.322014 0.320105 0.365884 0.367173
0.000000 0.900000 0.290934 0.289057 0.348366 0.349652
0.000000 1.000000 0.257861 0.256013 0.330038 0.331331
0.000000 1.100000 0.223336 0.221517 0.311215 0.312541
0.000000 1.200000 0.187872 0.186112 0.292258 0.293639
0.000000 1.300000 0.151959 0.150346 0.273553 0.274994
0.000000 1.400000 0.116064 0.114738 0.255487 0.256941
0.000000 1.500000 0.080723 0.079791 0.238340 0.239747
0.000000 1.600000 0.046451 0.045939 0.222230 0.223578
0.000000 1.700000 0.013603 0.013493 0.207273 0.208567
0.000000 1.800000 0.017572 0.017308 0.193575 0.194835
0.000000 1.900000 0.046869 0.046256 0.181200 0.182446
0.000000 2.000000 0.074088 0.073151 0.170202 0.171457
0.000000 2.100000 0.099005 0.097775 0.160618 0.161881
0.000000 2.200000 0.121393 0.119932 0.152416 0.153679
0.000000 2.300000 0.141106 0.139478 0.145480 0.146734
0.000000 2.400000 0.158090 0.156328 0.139642 0.140899
0.000000 2.500000 0.172329 0.170460 0.134756 0.136024
0.000000 2.600000 0.183858 0.181894 0.130672 0.131956
0.000000 2.700000 0.192732 0.190695 0.127248 0.128541
0.000000 2.800000 0.198985 0.196954 0.124389 0.125648
0.000000 2.900000 0.202782 0.200828 0.121945 0.123137
0.000000 3.000000 0.204415 0.202526 0.119706 0.120850
0.000000 3.100000 0.204144 0.202259 0.117507 0.118640
0.000000 3.200000 0.202129 0.200218 0.115268 0.116403
0.000000 3.300000 0.198540 0.196637 0.112992 0.114105
0.000000 3.400000 0.193492 0.191655 0.110575 0.111639
0.000000 3.500000 0.187268 0.185533 0.107994 0.108992
0.000000 3.600000 0.180115 0.178492 0.105198 0.106139
0.000000 3.700000 0.172267 0.170727 0.102143 0.103050
0.000000 3.800000 0.163922 0.162423 0.098817 0.099719
0.000000 3.900000 0.155225 0.153732 0.095237 0.096153
0.000000 4.000000 0.146279 0.144792 0.091450 0.092375
0.100000 0.000000 0.447733 0.447112 0.439350 0.439763
0.100000 0.100000 0.445561 0.444961 0.438096 0.438464
0.100000 0.200000 0.439123 0.438546 0.434314 0.434587
0.100000 0.300000 0.428641 0.427990 0.427923 0.428185
0.100000 0.400000 0.414342 0.413450 0.418916 0.419345
0.100000 0.500000 0.396334 0.395083 0.407492 0.408218
0.100000 0.600000 0.374684 0.373085 0.394020 0.395041
0.100000 0.700000 0.349435 0.347645 0.378938 0.380124
0.100000 0.800000 0.321025 0.319193 0.362565 0.363797
0.100000 0.900000 0.290070 0.288245 0.345098 0.346346
0.100000 1.000000 0.257135 0.255310 0.326822 0.328104
0.100000 1.100000 0.222730 0.220921 0.308073 0.309408
0.100000 1.200000 0.187359 0.185615 0.289230 0.290624
0.100000 1.300000 0.151535 0.149945 0.270659 0.272100
0.100000 1.400000 0.115755 0.114440 0.252713 0.254162
0.100000 1.500000 0.080536 0.079594 0.235653 0.237066
0.100000 1.600000 0.046361 0.045824 0.219630 0.220990
0.100000 1.700000 0.013577 0.013453 0.204788 0.206089
0.100000 1.800000 0.017536 0.017278 0.191228 0.192474
0.100000 1.900000 0.046755 0.046154 0.178990 0.180206
0.100000 2.000000 0.073890 0.072977 0.168113 0.169329
0.100000 2.100000 0.098733 0.097534 0.158616 0.159847
0.100000 2.200000 0.121070 0.119634 0.150469 0.151713
0.100000 2.300000 0.140739 0.139122 0.143579 0.144825
0.100000 2.400000 0.157673 0.155920 0.137796 0.139044
0.100000 2.500000 0.171860 0.170000 0.132969 0.134223
0.100000 2.600000 0.183342 0.181390 0.128949 0.130212
0.100000 2.700000 0.192173 0.190154 0.125595 0.126856
0.100000 2.800000 0.198399 0.196385 0.122798 0.124024
