#x_trans,y_trans,z_trans,V_Dexter
7,22,30,    0.0131099
7,23,30,   -0.0132388
7,24,30,    0.0136890
7,25,30,    0.0145358
7,26,30,   -0.0157475
7,27,30,   -0.0172330
7,28,30,   -0.0188612
7,29,30,   -0.0204795
7,30,30,   -0.0219341
7,31,30,   -0.0230914
7,32,30,   -0.0238528
7,33,30,    0.0241628
7,34,30,    0.0240099
7,35,30,   -0.0234201
7,36,30,   -0.0224482
7,37,30,   -0.0211680
7,38,30,    0.0196607
7,39,30,   -0.0180056
7,40,30,    0.0162731
8,0,30,   -0.2031327
8,1,30,    0.2010142
8,2,30,   -0.1946598
8,3,30,    0.1842367
8,4,30,   -0.1703138
8,5,30,   -0.1534937
8,6,30,    0.1345071
8,7,30,   -0.1142359
8,8,30,    0.0936195
8,9,30,   -0.0735734
8,10,30,   -0.0549190
8,11,30,    0.0383517
8,12,30,   -0.0243661
8,13,30,   -0.0132377
8,14,30,   -0.0050513
8,15,30,    0.0003862
8,16,30,   -0.0034553
8,17,30,   -0.0045653
8,18,30,   -0.0042330
8,19,30,   -0.0030101
8,20,30,    0.0014051
8,21,30,   -0.0001659
8,22,30,    0.0013911
8,23,30,   -0.0020535
8,24,30,   -0.0020129
8,25,30,   -0.0013221
8,26,30,   -0.0000272
8,27,30,    0.0017428
8,28,30,   -0.0038258
8,29,30,   -0.0060446
8,30,30,    0.0082263
8,31,30,   -0.0102169
8,32,30,   -0.0118942
8,33,30,    0.0131746
8,34,30,    0.0140188
8,35,30,    0.0144307
8,36,30,    0.0144456
8,37,30,   -0.0141178
8,38,30,   -0.0135114
8,39,30,    0.0126917
8,40,30,   -0.0117208
9,0,30,    0.1498555
9,1,30,    0.1479877
9,2,30,   -0.1424303
9,3,30,   -0.1334060
9,4,30,   -0.1214298
9,5,30,   -0.1070403
9,6,30,   -0.0909680
9,7,30,   -0.0740799
9,8,30,   -0.0572852
9,9,30,    0.0414489
9,10,30,   -0.0273372
9,11,30,    0.0155525
9,12,30,    0.0064961
9,13,30,    0.0003033
9,14,30,    0.0031477
9,15,30,    0.0041446
9,16,30,    0.0031631
9,17,30,   -0.0007202
9,18,30,   -0.0026279
9,19,30,    0.0063275
9,20,30,    0.0098970
9,21,30,   -0.0129669
9,22,30,   -0.0152784
9,23,30,    0.0166681
9,24,30,   -0.0170731
9,25,30,   -0.0165003
9,26,30,   -0.0151204
9,27,30,    0.0130694
9,28,30,   -0.0105437
9,29,30,   -0.0077480
9,30,30,   -0.0048737
9,31,30,    0.0020910
9,32,30,    0.0004558
9,33,30,    0.0026587
9,34,30,    0.0044545
9,35,30,   -0.0058239
9,36,30,   -0.0067798
9,37,30,    0.0073580
9,38,30,    0.0076080
9,39,30,    0.0075838
9,40,30,   -0.0073406
10,0,30,   -0.0983890
10,1,30,    0.0968286
10,2,30,    0.0921334
10,3,30,    0.0845347
10,4,30,   -0.0745225
10,5,30,   -0.0626122
10,6,30,    0.0495169
10,7,30,   -0.0360618
10,8,30,   -0.0231018
10,9,30,   -0.0114427
10,10,30,    0.0017741
10,11,30,   -0.0053713
10,12,30,   -0.0097396
10,13,30,    0.0113466
10,14,30,   -0.0103982
10,15,30,   -0.0073375
10,16,30,   -0.0027008
10,17,30,   -0.0029284
10,18,30,    0.0089605
10,19,30,   -0.0148507
10,20,30,    0.0201538
10,21,30,   -0.0245460
10,22,30,    0.0278163
10,23,30,    0.0298505
10,24,30,   -0.0306292
10,25,30,   -0.0301962
10,26,30,   -0.0287466
10,27,30,   -0.0264470
10,28,30,    0.0235227
10,29,30,   -0.0202046
10,30,30,   -0.0167060
10,31,30,    0.0132142
10,32,30,   -0.0098903
10,33,30,   -0.0068637
10,34,30,   -0.0042166
10,35,30,   -0.0019899
10,36,30,   -0.0001908
10,37,30,    0.0011991
10,38,30,   -0.0022183
10,39,30,    0.0029112
10,40,30,    0.0033272
11,0,30,    0.0513375
11,1,30,   -0.0501008
11,2,30,    0.0462557
11,3,30,    0.0400707
11,4,30,    0.0320194
11,5,30,   -0.0225918
11,6,30,    0.0124557
11,7,30,   -0.0023762
11,8,30,   -0.0068647
11,9,30,    0.0145440
11,10,30,   -0.0200334
11,11,30,    0.0229568
11,12,30,    0.0231362
11,13,30,   -0.0207081
11,14,30,   -0.0160100
11,15,30,   -0.0095375
11,16,30,    0.0018795
11,17,30,    0.0063448
11,18,30,   -0.0145385
11,19,30,    0.0221804
11,20,30,   -0.0288654
11,21,30,   -0.0343104
11,22,30,   -0.0383444
11,23,30,   -0.0408948
11,24,30,   -0.0419787
11,25,30,    0.0416928
11,26,30,   -0.0401766
11,27,30,    0.0376857
11,28,30,    0.0344427
11,29,30,   -0.0306990
11,30,30,   -0.0266875
11,31,30,   -0.0226119
11,32,30,   -0.0186521
11,33,30,   -0.0149483
11,34,30,   -0.0115998
11,35,30,    0.0086637
11,36,30,    0.0061620
11,37,30,   -0.0040906
11,38,30,    0.0024247
11,39,30,    0.0011272
11,40,30,   -0.0001514
12,0,30,   -0.0112862
12,1,30,    0.0103252
12,2,30,    0.0072734
12,3,30,   -0.0024744
12,4,30,    0.0036776
12,5,30,   -0.0107264
12,6,30,   -0.0180516
12,7,30,   -0.0249722
12,8,30,   -0.0307831
12,9,30,    0.0348697
12,10,30,    0.0366940
12,11,30,    0.0359874
12,12,30,   -0.0327170
12,13,30,    0.0270889
12,14,30,   -0.0194971
12,15,30,    0.0104704
12,16,30,    0.0006138
12,17,30,   -0.0094538
12,18,30,   -0.0191548
12,19,30,   -0.0280032
12,20,30,   -0.0356309
12,21,30,   -0.0417904
12,22,30,   -0.0463434
12,23,30,    0.0492473
12,24,30,   -0.0505447
12,25,30,    0.0503504
12,26,30,   -0.0488225
12,27,30,    0.0462131
12,28,30,   -0.0427619
12,29,30,    0.0387294
12,30,30,   -0.0343585
12,31,30,   -0.0298702
12,32,30,   -0.0254518
12,33,30,    0.0212567
12,34,30,    0.0173941
12,35,30,   -0.0139322
12,36,30,   -0.0109033
12,37,30,   -0.0083133
12,38,30,   -0.0061481
12,39,30,    0.0043789
12,40,30,   -0.0029674
13,0,30,   -0.0195135
13,1,30,    0.0202592
13,2,30,    0.0225728
13,3,30,   -0.0260889
13,4,30,    0.0305348
13,5,30,    0.0354563
13,6,30,   -0.0402999
13,7,30,    0.0444585
13,8,30,   -0.0473428
13,9,30,   -0.0484253
13,10,30,   -0.0473199
13,11,30,   -0.0438460
13,12,30,    0.0380548
13,13,30,   -0.0302040
13,14,30,    0.0207086
13,15,30,    0.0100955
13,16,30,    0.0010477
13,17,30,    0.0121351
13,18,30,   -0.0226319
13,19,30,    0.0320913
13,20,30,    0.0401804
13,21,30,    0.0466819
13,22,30,   -0.0514816
13,23,30,    0.0545555
13,24,30,   -0.0559600
13,25,30,   -0.0558204
13,26,30,   -0.0543060
13,27,30,    0.0516640
13,28,30,    0.0481331
13,29,30,   -0.0439725
13,30,30,   -0.0394262
13,31,30,    0.0347193
13,32,30,   -0.0300478
13,33,30,   -0.0255716
13,34,30,    0.0214049
13,35,30,   -0.0176218
13,36,30,    0.0142623
13,37,30,   -0.0113387
13,38,30,   -0.0088441
13,39,30,   -0.0067562
13,40,30,   -0.0050431
14,0,30,    0.0393775
14,1,30,    0.0399484
14,2,30,   -0.0416123
14,3,30,   -0.0441081
14,4,30,   -0.0471845
14,5,30,   -0.0504057
14,6,30,    0.0532812
14,7,30,    0.0553061
14,8,30,   -0.0559885
14,9,30,   -0.0549099
14,10,30,    0.0517883
14,11,30,    0.0465300
14,12,30,    0.0392406
14,13,30,   -0.0302006
14,14,30,   -0.0198188
14,15,30,    0.0085921
14,16,30,   -0.0029382
14,17,30,    0.0142415
14,18,30,    0.0248363
14,19,30,    0.0343206
14,20,30,   -0.0423955
14,21,30,   -0.0488677
14,22,30,   -0.0536384
14,23,30,   -0.0566933
14,24,30,   -0.0580947
14,25,30,   -0.0579713
14,26,30,    0.0564973
14,27,30,    0.0539049
14,28,30,    0.0504247
14,29,30,    0.0463015
14,30,30,   -0.0417695
14,31,30,    0.0370498
14,32,30,    0.0323407
14,33,30,    0.0278027
14,34,30,    0.0235508
14,35,30,    0.0196605
14,36,30,   -0.0161758
14,37,30,   -0.0131133
14,38,30,   -0.0104694
14,39,30,   -0.0082271
14,40,30,    0.0063581
15,0,30,    0.0475132
15,1,30,   -0.0479511
15,2,30,   -0.0491824
15,3,30,   -0.0510492
15,4,30,    0.0532300
15,5,30,   -0.0553335
15,6,30,    0.0569549
15,7,30,   -0.0576553
15,8,30,    0.0570272
15,9,30,   -0.0547425
15,10,30,    0.0506043
15,11,30,    0.0445822
15,12,30,   -0.0368138
15,13,30,    0.0275785
15,14,30,    0.0172572
15,15,30,   -0.0062992
15,16,30,    0.0048168
15,17,30,    0.0156228
15,18,30,    0.0256937
15,19,30,    0.0346765
15,20,30,    0.0423072
15,21,30,    0.0484109
15,22,30,   -0.0528981
15,23,30,   -0.0557593
15,24,30,   -0.0570565
15,25,30,   -0.0569138
15,26,30,    0.0555012
15,27,30,    0.0530310
15,28,30,   -0.0497184
15,29,30,    0.0457843
15,30,30,   -0.0414462
15,31,30,    0.0369134
15,32,30,    0.0323772
15,33,30,   -0.0279915
15,34,30,    0.0238680
15,35,30,    0.0200810
15,36,30,   -0.0166724
15,37,30,   -0.0136603
15,38,30,   -0.0110421
15,39,30,    0.0088038
15,40,30,   -0.0069210
16,0,30,    0.0443073
16,1,30,    0.0446664
16,2,30,   -0.0457714
16,3,30,    0.0474344
16,4,30,   -0.0492685
16,5,30,    0.0509759
16,6,30,   -0.0521641
16,7,30,   -0.0524365
16,8,30,    0.0514466
16,9,30,   -0.0489344
16,10,30,   -0.0447642
16,11,30,    0.0389453
16,12,30,    0.0316262
16,13,30,    0.0230667
16,14,30,    0.0136080
16,15,30,    0.0036453
16,16,30,   -0.0064071
16,17,30,    0.0161407
16,18,30,    0.0251858
16,19,30,    0.0332401
16,20,30,    0.0400730
16,21,30,   -0.0455269
16,22,30,    0.0495200
16,23,30,    0.0520442
16,24,30,    0.0531560
16,25,30,   -0.0529676
16,26,30,   -0.0516353
16,27,30,   -0.0493478
16,28,30,    0.0462988
16,29,30,   -0.0426815
16,30,30,   -0.0386912
16,31,30,    0.0345233
16,32,30,    0.0303483
16,33,30,   -0.0263086
16,34,30,   -0.0225073
16,35,30,   -0.0190125
16,36,30,    0.0158613
16,37,30,    0.0130690
16,38,30,    0.0106331
16,39,30,    0.0085412
16,40,30,   -0.0067726
17,0,30,    0.0312670
17,1,30,    0.0316336
17,2,30,    0.0329371
17,3,30,    0.0347733
17,4,30,    0.0368664
17,5,30,   -0.0388921
17,6,30,   -0.0404429
17,7,30,    0.0411441
17,8,30,    0.0406835
17,9,30,   -0.0388406
17,10,30,    0.0355135
17,11,30,    0.0307303
17,12,30,   -0.0246323
17,13,30,   -0.0174495
17,14,30,   -0.0094775
17,15,30,    0.0010575
17,16,30,   -0.0074502
17,17,30,    0.0156926
17,18,30,   -0.0233521
17,19,30,   -0.0301719
17,20,30,    0.0359523
17,21,30,    0.0405538
17,22,30,    0.0439020
17,23,30,    0.0459873
17,24,30,    0.0468572
17,25,30,   -0.0466074
17,26,30,   -0.0453759
17,27,30,    0.0433206
17,28,30,    0.0406089
17,29,30,   -0.0374077
17,30,30,    0.0338903
17,31,30,    0.0302285
17,32,30,    0.0265664
17,33,30,    0.0230296
17,34,30,   -0.0197081
17,35,30,   -0.0166601
17,36,30,    0.0139154
17,37,30,   -0.0114837
17,38,30,   -0.0093611
17,39,30,   -0.0075360
17,40,30,   -0.0059910
18,0,30,   -0.0107096
18,1,30,   -0.0112013
18,2,30,    0.0129066
18,3,30,    0.0152865
18,4,30,   -0.0181493
18,5,30,    0.0210841
18,6,30,   -0.0236702
18,7,30,   -0.0255268
18,8,30,    0.0263429
18,9,30,   -0.0259076
18,10,30,   -0.0241282
18,11,30,   -0.0210290
18,12,30,    0.0167309
18,13,30,   -0.0114308
18,14,30,   -0.0053829
18,15,30,    0.0011209
18,16,30,   -0.0077701
18,17,30,    0.0142573
18,18,30,    0.0203112
18,19,30,   -0.0257142
18,20,30,   -0.0302941
18,21,30,   -0.0339270
18,22,30,    0.0365451
18,23,30,    0.0381350
18,24,30,   -0.0387328
18,25,30,   -0.0384174
18,26,30,    0.0373011
18,27,30,    0.0355121
18,28,30,    0.0331881
18,29,30,   -0.0304735
18,30,30,   -0.0275166
18,31,30,    0.0244619
18,32,30,   -0.0214221
18,33,30,   -0.0185002
18,34,30,   -0.0157706
18,35,30,   -0.0132810
18,36,30,    0.0110531
18,37,30,    0.0090887
18,38,30,    0.0073807
18,39,30,    0.0059174
18,40,30,    0.0046834
19,0,30,   -0.0147043
19,1,30,    0.0139708
19,2,30,   -0.0117785
19,3,30,    0.0085453
19,4,30,    0.0045618
19,5,30,   -0.0002758
19,6,30,    0.0038516
19,7,30,    0.0074009
19,8,30,    0.0100368
19,9,30,   -0.0115356
19,10,30,   -0.0117936
19,11,30,    0.0108159
19,12,30,    0.0086914
19,13,30,    0.0055832
19,14,30,    0.0017106
19,15,30,    0.0026758
19,16,30,   -0.0073070
19,17,30,    0.0119178
19,18,30,    0.0162768
19,19,30,   -0.0201948
19,20,30,    0.0235226
19,21,30,    0.0261502
19,22,30,    0.0280143
19,23,30,   -0.0290958
19,24,30,    0.0294177
19,25,30,    0.0290387
19,26,30,   -0.0280457
19,27,30,   -0.0265387
19,28,30,   -0.0246311
19,29,30,   -0.0224426
19,30,30,    0.0200931
19,31,30,   -0.0176994
19,32,30,    0.0153437
19,33,30,    0.0131030
19,34,30,    0.0110313
19,35,30,   -0.0091665
19,36,30,   -0.0075230
19,37,30,    0.0060949
19,38,30,    0.0048696
19,39,30,    0.0038342
19,40,30,    0.0029739
20,0,30,   -0.0423338
20,1,30,    0.0413196
20,2,30,   -0.0385907
20,3,30,   -0.0343668
20,4,30,    0.0290335
20,5,30,   -0.0231117
20,6,30,    0.0171301
20,7,30,   -0.0115600
20,8,30,   -0.0067752
20,9,30,    0.0030330
20,10,30,    0.0004673
20,11,30,   -0.0008981
20,12,30,   -0.0011211
20,13,30,    0.0003306
20,14,30,    0.0012868
20,15,30,    0.0035126
20,16,30,   -0.0061112
20,17,30,    0.0088523
20,18,30,    0.0115392
20,19,30,    0.0140057
20,20,30,    0.0161145
20,21,30,    0.0177666
20,22,30,    0.0189029
20,23,30,   -0.0194975
20,24,30,   -0.0195565
20,25,30,    0.0191226
20,26,30,    0.0182548
20,27,30,   -0.0170331
20,28,30,    0.0155483
20,29,30,    0.0138926
20,30,30,   -0.0121575
20,31,30,    0.0104326
20,32,30,   -0.0087726
20,33,30,    0.0072309
20,34,30,    0.0058396
20,35,30,   -0.0046237
20,36,30,   -0.0035921
20,37,30,    0.0027311
20,38,30,   -0.0020218
20,39,30,    0.0014489
20,40,30,   -0.0009958
21,0,30,   -0.0698773
21,1,30,   -0.0687560
21,2,30,    0.0654147
21,3,30,    0.0601027
21,4,30,    0.0533321
21,5,30,   -0.0456794
21,6,30,    0.0377283
21,7,30,    0.0300054
21,8,30,    0.0229394
21,9,30,   -0.0168390
21,10,30,   -0.0118869
21,11,30,    0.0081440
21,12,30,   -0.0055754
21,13,30,    0.0040807
21,14,30,   -0.0035034
21,15,30,   -0.0036543
21,16,30,   -0.0043258
21,17,30,    0.0053161
21,18,30,   -0.0064512
21,19,30,    0.0075790
21,20,30,   -0.0085701
21,21,30,   -0.0093312
21,22,30,    0.0098030
21,23,30,   -0.0099524
21,24,30,    0.0097780
21,25,30,   -0.0092966
21,26,30,   -0.0085516
21,27,30,    0.0076041
21,28,30,    0.0065229
21,29,30,   -0.0053748
21,30,30,    0.0042240
21,31,30,    0.0031345
21,32,30,    0.0021381
21,33,30,   -0.0012677
21,34,30,   -0.0005373
21,35,30,    0.0000430
21,36,30,    0.0004726
21,37,30,   -0.0007713
21,38,30,   -0.0009650
21,39,30,   -0.0010727
21,40,30,    0.0011129
22,0,30,   -0.0954228
22,1,30,   -0.0941272
22,2,30,   -0.0901666
22,3,30,    0.0838745
22,4,30,    0.0757748
22,5,30,   -0.0664866
22,6,30,    0.0566463
22,7,30,   -0.0468378
22,8,30,    0.0375563
22,9,30,    0.0291781
22,10,30,    0.0219410
22,11,30,    0.0159429
22,12,30,    0.0111753
22,13,30,   -0.0075620
22,14,30,   -0.0049725
22,15,30,   -0.0032434
22,16,30,    0.0021909
22,17,30,    0.0016337
22,18,30,   -0.0014082
22,19,30,   -0.0013689
22,20,30,    0.0013912
22,21,30,    0.0013809
22,22,30,    0.0012777
22,23,30,    0.0010447
22,24,30,   -0.0006665
22,25,30,    0.0001462
22,26,30,    0.0004889
22,27,30,    0.0011929
22,28,30,    0.0019161
22,29,30,   -0.0026137
22,30,30,    0.0032442
22,31,30,   -0.0037713
22,32,30,    0.0041657
22,33,30,    0.0044285
22,34,30,    0.0045545
22,35,30,    0.0045481
22,36,30,    0.0044187
22,37,30,   -0.0041930
22,38,30,   -0.0039019
22,39,30,    0.0035686
22,40,30,    0.0032146
23,0,30,   -0.1173800
23,1,30,   -0.1158237
23,2,30,   -0.1113701
23,3,30,    0.1042591
23,4,30,    0.0950022
23,5,30,    0.0842713
23,6,30,   -0.0727632
23,7,30,    0.0611205
23,8,30,    0.0498854
23,9,30,   -0.0394902
23,10,30,   -0.0302301
23,11,30,    0.0222458
23,12,30,   -0.0155601
23,13,30,    0.0101167
23,14,30,    0.0058080
23,15,30,    0.0024899
23,16,30,    0.0000038
23,17,30,    0.0018431
23,18,30,    0.0031874
23,19,30,   -0.0041807
23,20,30,    0.0049478
23,21,30,   -0.0055856
23,22,30,   -0.0061579
23,23,30,   -0.0067062
23,24,30,    0.0072554
23,25,30,    0.0078132
23,26,30,    0.0083636
23,27,30,   -0.0088743
23,28,30,   -0.0093098
23,29,30,    0.0096415
23,30,30,    0.0098448
23,31,30,    0.0099006
23,32,30,   -0.0097958
23,33,30,    0.0095438
23,34,30,    0.0091529
23,35,30,   -0.0086394
23,36,30,   -0.0080239
23,37,30,    0.0073393
23,38,30,   -0.0066191
23,39,30,   -0.0058924
23,40,30,   -0.0051840
24,0,30,   -0.1345205
24,1,30,   -0.1329788
24,2,30,    0.1278962
24,3,30,   -0.1201613
24,4,30,    0.1099963
24,5,30,   -0.0981058
24,6,30,   -0.0852484
24,7,30,   -0.0721298
24,8,30,   -0.0593375
24,9,30,   -0.0473321
24,10,30,    0.0364466
24,11,30,    0.0268717
24,12,30,   -0.0186654
24,13,30,   -0.0117882
24,14,30,   -0.0061441
24,15,30,   -0.0016042
24,16,30,    0.0019861
24,17,30,   -0.0047929
24,18,30,    0.0069759
24,19,30,    0.0086820
24,20,30,   -0.0100383
24,21,30,    0.0111446
24,22,30,   -0.0120703
24,23,30,    0.0128653
24,24,30,    0.0135579
24,25,30,   -0.0141613
24,26,30,    0.0146670
24,27,30,    0.0150517
24,28,30,   -0.0152895
24,29,30,    0.0153613
24,30,30,    0.0152533
24,31,30,   -0.0149584
24,32,30,    0.0144788
24,33,30,    0.0138255
24,34,30,    0.0130285
24,35,30,    0.0121115
24,36,30,   -0.0111056
24,37,30,    0.0100481
24,38,30,    0.0089747
24,39,30,   -0.0079210
24,40,30,    0.0069152
25,0,30,    0.1459424
25,1,30,   -0.1443022
25,2,30,    0.1390055
25,3,30,    0.1307273
25,4,30,    0.1199697
25,5,30,    0.1073028
25,6,30,    0.0935252
