#x_trans,y_trans,z_trans,V_Dexter
30,23,42,   -0.0003851
30,24,42,   -0.0003989
30,25,42,    0.0004117
30,26,42,    0.0004245
30,27,42,    0.0004380
30,28,42,   -0.0004521
30,29,42,    0.0004663
30,30,42,    0.0004794
30,31,42,   -0.0004899
30,32,42,   -0.0004969
30,33,42,   -0.0005001
30,34,42,    0.0005003
30,35,42,    0.0004975
30,36,42,    0.0004912
30,37,42,    0.0004793
30,38,42,    0.0004580
30,39,42,   -0.0004255
30,40,42,   -0.0003887
31,0,42,    0.0032500
31,1,42,   -0.0032253
31,2,42,    0.0031413
31,3,42,    0.0029999
31,4,42,   -0.0028077
31,5,42,   -0.0025795
31,6,42,   -0.0023238
31,7,42,    0.0020488
31,8,42,   -0.0017635
31,9,42,    0.0014748
31,10,42,   -0.0011899
31,11,42,   -0.0009182
31,12,42,   -0.0006682
31,13,42,   -0.0004446
31,14,42,   -0.0002517
31,15,42,   -0.0000934
31,16,42,   -0.0000295
31,17,42,    0.0001208
31,18,42,   -0.0001859
31,19,42,    0.0002303
31,20,42,    0.0002592
31,21,42,   -0.0002776
31,22,42,   -0.0002895
31,23,42,   -0.0002981
31,24,42,    0.0003057
31,25,42,   -0.0003143
31,26,42,   -0.0003251
31,27,42,   -0.0003386
31,28,42,   -0.0003549
31,29,42,    0.0003735
31,30,42,    0.0003927
31,31,42,    0.0004106
31,32,42,   -0.0004256
31,33,42,   -0.0004372
31,34,42,    0.0004455
31,35,42,    0.0004505
31,36,42,    0.0004513
31,37,42,   -0.0004453
31,38,42,    0.0004284
31,39,42,   -0.0004012
31,40,42,   -0.0003720
32,0,42,   -0.0028771
32,1,42,    0.0028559
32,2,42,    0.0027800
32,3,42,    0.0026452
32,4,42,   -0.0024623
32,5,42,   -0.0022527
32,6,42,   -0.0020192
32,7,42,   -0.0017677
32,8,42,   -0.0015058
32,9,42,    0.0012413
32,10,42,   -0.0009827
32,11,42,    0.0007390
32,12,42,   -0.0005171
32,13,42,    0.0003220
32,14,42,    0.0001599
32,15,42,   -0.0000344
32,16,42,    0.0000573
32,17,42,    0.0001208
32,18,42,   -0.0001613
32,19,42,    0.0001841
32,20,42,    0.0001942
32,21,42,    0.0001963
32,22,42,   -0.0001944
32,23,42,    0.0001913
32,24,42,   -0.0001896
32,25,42,    0.0001912
32,26,42,    0.0001975
32,27,42,    0.0002093
32,28,42,   -0.0002265
32,29,42,   -0.0002485
32,30,42,   -0.0002735
32,31,42,    0.0002992
32,32,42,   -0.0003231
32,33,42,   -0.0003443
32,34,42,   -0.0003624
32,35,42,   -0.0003771
32,36,42,   -0.0003868
32,37,42,   -0.0003880
32,38,42,    0.0003777
32,39,42,   -0.0003588
32,40,42,   -0.0003384
33,0,42,    0.0024297
33,1,42,    0.0024138
33,2,42,    0.0023459
33,3,42,   -0.0022158
33,4,42,    0.0020496
33,5,42,   -0.0018630
33,6,42,   -0.0016539
33,7,42,   -0.0014274
33,8,42,   -0.0011923
33,9,42,   -0.0009572
33,10,42,    0.0007308
33,11,42,   -0.0005205
33,12,42,   -0.0003328
33,13,42,   -0.0001743
33,14,42,    0.0000507
33,15,42,    0.0000378
33,16,42,   -0.0000953
33,17,42,   -0.0001275
33,18,42,   -0.0001396
33,19,42,   -0.0001368
33,20,42,    0.0001242
33,21,42,   -0.0001066
33,22,42,   -0.0000876
33,23,42,   -0.0000703
33,24,42,    0.0000569
33,25,42,    0.0000495
33,26,42,    0.0000496
33,27,42,    0.0000582
33,28,42,   -0.0000750
33,29,42,   -0.0000993
33,30,42,    0.0001295
33,31,42,    0.0001626
33,32,42,   -0.0001957
33,33,42,   -0.0002272
33,34,42,    0.0002563
33,35,42,    0.0002820
33,36,42,    0.0003015
33,37,42,   -0.0003109
33,38,42,   -0.0003089
33,39,42,    0.0003000
33,40,42,    0.0002890
34,0,42,    0.0019331
34,1,42,   -0.0019235
34,2,42,    0.0018583
34,3,42,   -0.0017367
34,4,42,   -0.0015933
34,5,42,   -0.0014301
34,6,42,   -0.0012443
34,7,42,   -0.0010439
34,8,42,   -0.0008388
34,9,42,    0.0006376
34,10,42,   -0.0004475
34,11,42,   -0.0002751
34,12,42,   -0.0001275
34,13,42,   -0.0000113
34,14,42,   -0.0000707
34,15,42,    0.0001206
34,16,42,   -0.0001425
34,17,42,    0.0001411
34,18,42,   -0.0001218
34,19,42,   -0.0000902
34,20,42,   -0.0000520
34,21,42,   -0.0000119
34,22,42,   -0.0000264
34,23,42,   -0.0000600
34,24,42,   -0.0000867
34,25,42,   -0.0001043
34,26,42,    0.0001113
34,27,42,   -0.0001069
34,28,42,   -0.0000913
34,29,42,   -0.0000656
34,30,42,   -0.0000314
34,31,42,    0.0000083
34,32,42,    0.0000502
34,33,42,   -0.0000921
34,34,42,   -0.0001325
34,35,42,    0.0001696
34,36,42,   -0.0001994
34,37,42,   -0.0002178
34,38,42,    0.0002255
34,39,42,   -0.0002272
34,40,42,   -0.0002262
35,0,42,    0.0014118
35,1,42,    0.0014072
35,2,42,   -0.0013395
35,3,42,    0.0012344
35,4,42,   -0.0011163
35,5,42,   -0.0009735
35,6,42,   -0.0008102
35,7,42,   -0.0006371
35,8,42,   -0.0004644
35,9,42,    0.0002995
35,10,42,    0.0001482
35,11,42,   -0.0000170
35,12,42,   -0.0000868
35,13,42,    0.0001590
35,14,42,   -0.0001993
35,15,42,   -0.0002107
35,16,42,   -0.0001964
35,17,42,    0.0001604
35,18,42,    0.0001081
35,19,42,    0.0000462
35,20,42,   -0.0000194
35,21,42,   -0.0000837
35,22,42,   -0.0001428
35,23,42,    0.0001940
35,24,42,   -0.0002348
35,25,42,   -0.0002632
35,26,42,   -0.0002778
35,27,42,    0.0002779
35,28,42,   -0.0002641
35,29,42,   -0.0002377
35,30,42,    0.0002006
35,31,42,   -0.0001555
35,32,42,    0.0001060
35,33,42,   -0.0000545
35,34,42,   -0.0000030
35,35,42,   -0.0000451
35,36,42,    0.0000849
35,37,42,   -0.0001132
35,38,42,    0.0001316
35,39,42,    0.0001441
35,40,42,   -0.0001534
36,0,42,   -0.0008900
36,1,42,   -0.0008862
36,2,42,   -0.0008175
36,3,42,   -0.0007380
36,4,42,    0.0006398
36,5,42,   -0.0005150
36,6,42,    0.0003743
36,7,42,   -0.0002294
36,8,42,   -0.0000896
36,9,42,   -0.0000390
36,10,42,    0.0001510
36,11,42,    0.0002398
36,12,42,   -0.0003000
36,13,42,   -0.0003298
36,14,42,   -0.0003302
36,15,42,    0.0003041
36,16,42,    0.0002542
36,17,42,    0.0001838
36,18,42,    0.0000988
36,19,42,   -0.0000063
36,20,42,   -0.0000870
36,21,42,   -0.0001758
36,22,42,   -0.0002562
36,23,42,   -0.0003253
36,24,42,   -0.0003805
36,25,42,   -0.0004199
36,26,42,   -0.0004421
36,27,42,   -0.0004470
36,28,42,   -0.0004353
36,29,42,   -0.0004089
36,30,42,   -0.0003699
36,31,42,    0.0003209
36,32,42,   -0.0002652
36,33,42,   -0.0002053
36,34,42,   -0.0001442
36,35,42,   -0.0000861
36,36,42,   -0.0000364
36,37,42,   -0.0000025
36,38,42,   -0.0000320
36,39,42,    0.0000552
36,40,42,    0.0000745
37,0,42,   -0.0003915
37,1,42,    0.0003809
37,2,42,   -0.0003254
37,3,42,   -0.0002694
37,4,42,    0.0001835
37,5,42,   -0.0000760
37,6,42,    0.0000417
37,7,42,   -0.0001590
37,8,42,   -0.0002675
37,9,42,    0.0003614
37,10,42,    0.0004354
37,11,42,   -0.0004841
37,12,42,    0.0005041
37,13,42,    0.0004952
37,14,42,   -0.0004588
37,15,42,   -0.0003972
37,16,42,   -0.0003131
37,17,42,    0.0002100
37,18,42,    0.0000940
37,19,42,   -0.0000276
37,20,42,    0.0001475
37,21,42,   -0.0002601
37,22,42,   -0.0003612
37,23,42,    0.0004476
37,24,42,   -0.0005169
37,25,42,    0.0005670
37,26,42,    0.0005970
37,27,42,   -0.0006068
37,28,42,    0.0005977
37,29,42,   -0.0005719
37,30,42,   -0.0005319
37,31,42,   -0.0004802
37,32,42,   -0.0004199
37,33,42,   -0.0003535
37,34,42,    0.0002844
37,35,42,   -0.0002178
37,36,42,   -0.0001586
37,37,42,   -0.0001090
37,38,42,   -0.0000686
37,39,42,   -0.0000352
37,40,42,   -0.0000064
38,0,42,   -0.0000636
38,1,42,    0.0000860
38,2,42,   -0.0001102
38,3,42,   -0.0001591
38,4,42,    0.0002345
38,5,42,   -0.0003253
38,6,42,   -0.0004210
38,7,42,    0.0005124
38,8,42,   -0.0005921
38,9,42,   -0.0006544
38,10,42,   -0.0006943
38,11,42,   -0.0007078
38,12,42,   -0.0006929
38,13,42,   -0.0006501
38,14,42,    0.0005808
38,15,42,   -0.0004870
38,16,42,    0.0003715
38,17,42,    0.0002385
38,18,42,    0.0000940
38,19,42,   -0.0000541
38,20,42,   -0.0001984
38,21,42,    0.0003329
38,22,42,    0.0004531
38,23,42,    0.0005557
38,24,42,   -0.0006380
38,25,42,    0.0006984
38,26,42,    0.0007358
38,27,42,   -0.0007507
38,28,42,    0.0007447
38,29,42,   -0.0007205
38,30,42,   -0.0006804
38,31,42,   -0.0006271
38,32,42,   -0.0005635
38,33,42,   -0.0004924
38,34,42,    0.0004174
38,35,42,   -0.0003437
38,36,42,    0.0002759
38,37,42,   -0.0002165
38,38,42,   -0.0001660
38,39,42,    0.0001231
38,40,42,    0.0000858
39,0,42,   -0.0004599
39,1,42,   -0.0004750
39,2,42,    0.0004885
39,3,42,   -0.0005359
39,4,42,   -0.0006020
39,5,42,    0.0006764
39,6,42,    0.0007515
39,7,42,    0.0008196
39,8,42,    0.0008739
39,9,42,    0.0009089
39,10,42,    0.0009204
39,11,42,    0.0009049
39,12,42,    0.0008612
39,13,42,   -0.0007898
39,14,42,   -0.0006922
39,15,42,    0.0005705
39,16,42,    0.0004278
39,17,42,   -0.0002687
39,18,42,    0.0000994
39,19,42,    0.0000720
39,20,42,    0.0002376
39,21,42,    0.0003911
39,22,42,    0.0005280
39,23,42,    0.0006448
39,24,42,    0.0007389
39,25,42,    0.0008087
39,26,42,    0.0008534
39,27,42,    0.0008737
39,28,42,    0.0008715
39,29,42,   -0.0008496
39,30,42,   -0.0008105
39,31,42,   -0.0007566
39,32,42,    0.0006910
39,33,42,    0.0006165
39,34,42,    0.0005374
39,35,42,   -0.0004585
39,36,42,   -0.0003839
39,37,42,    0.0003164
39,38,42,   -0.0002572
39,39,42,   -0.0002059
39,40,42,    0.0001609
40,0,42,   -0.0007866
40,1,42,   -0.0007833
40,2,42,   -0.0008113
40,3,42,   -0.0008574
40,4,42,   -0.0009117
40,5,42,   -0.0009698
40,6,42,   -0.0010257
40,7,42,   -0.0010731
40,8,42,    0.0011060
40,9,42,    0.0011193
40,10,42,   -0.0011088
40,11,42,   -0.0010710
40,12,42,   -0.0010045
40,13,42,   -0.0009100
40,14,42,    0.0007895
40,15,42,   -0.0006454
40,16,42,   -0.0004806
40,17,42,    0.0003000
40,18,42,   -0.0001104
40,19,42,    0.0000799
40,20,42,   -0.0002628
40,21,42,    0.0004321
40,22,42,   -0.0005828
40,23,42,   -0.0007115
40,24,42,   -0.0008158
40,25,42,    0.0008941
40,26,42,   -0.0009458
40,27,42,   -0.0009717
40,28,42,    0.0009739
40,29,42,    0.0009553
40,30,42,   -0.0009181
40,31,42,   -0.0008650
40,32,42,    0.0007984
40,33,42,   -0.0007217
40,34,42,    0.0006400
40,35,42,    0.0005579
40,36,42,    0.0004790
40,37,42,   -0.0004057
40,38,42,    0.0003399
40,39,42,   -0.0002817
40,40,42,    0.0002300
0,0,43,   -0.0165509
0,1,43,    0.0164308
0,2,43,    0.0160758
0,3,43,   -0.0155027
0,4,43,    0.0147345
0,5,43,    0.0137906
0,6,43,   -0.0126909
0,7,43,    0.0114669
0,8,43,    0.0101635
0,9,43,   -0.0088272
0,10,43,    0.0074985
0,11,43,   -0.0062103
0,12,43,   -0.0049904
0,13,43,   -0.0038585
0,14,43,   -0.0028255
0,15,43,    0.0019006
0,16,43,    0.0010904
0,17,43,   -0.0003955
0,18,43,    0.0001880
0,19,43,    0.0006667
0,20,43,    0.0010487
0,21,43,    0.0013441
0,22,43,    0.0015650
0,23,43,    0.0017254
0,24,43,   -0.0018385
0,25,43,   -0.0019154
0,26,43,   -0.0019652
0,27,43,    0.0019952
0,28,43,   -0.0020106
0,29,43,   -0.0020151
0,30,43,   -0.0020108
0,31,43,   -0.0019985
0,32,43,   -0.0019771
0,33,43,   -0.0019445
0,34,43,    0.0018978
0,35,43,    0.0018335
0,36,43,    0.0017509
0,37,43,   -0.0016541
0,38,43,    0.0015484
0,39,43,   -0.0014382
0,40,43,    0.0013269
1,0,43,   -0.0163368
1,1,43,   -0.0162206
1,2,43,    0.0158761
1,3,43,   -0.0153156
1,4,43,    0.0145593
1,5,43,    0.0136256
1,6,43,   -0.0125343
1,7,43,   -0.0113214
1,8,43,    0.0100329
1,9,43,    0.0087123
1,10,43,    0.0073989
1,11,43,    0.0061263
1,12,43,   -0.0049201
1,13,43,   -0.0037989
1,14,43,    0.0027777
1,15,43,   -0.0018669
1,16,43,    0.0010707
1,17,43,    0.0003885
1,18,43,    0.0001840
1,19,43,    0.0006534
1,20,43,   -0.0010281
1,21,43,    0.0013178
1,22,43,   -0.0015345
1,23,43,   -0.0016918
1,24,43,   -0.0018029
1,25,43,    0.0018789
1,26,43,   -0.0019285
1,27,43,    0.0019590
1,28,43,   -0.0019755
1,29,43,    0.0019812
1,30,43,    0.0019780
1,31,43,   -0.0019666
1,32,43,   -0.0019460
1,33,43,    0.0019141
1,34,43,    0.0018683
1,35,43,    0.0018054
1,36,43,   -0.0017246
1,37,43,    0.0016295
1,38,43,   -0.0015255
1,39,43,    0.0014175
1,40,43,    0.0013085
2,0,43,   -0.0158527
2,1,43,   -0.0157384
2,2,43,   -0.0153989
2,3,43,   -0.0148447
2,4,43,    0.0140963
2,5,43,   -0.0131762
2,6,43,    0.0121077
2,7,43,   -0.0109244
2,8,43,    0.0096707
2,9,43,   -0.0083894
2,10,43,    0.0071170
2,11,43,    0.0058848
2,12,43,   -0.0047159
2,13,43,    0.0036295
2,14,43,   -0.0026441
2,15,43,    0.0017716
2,16,43,    0.0010139
2,17,43,   -0.0003675
2,18,43,   -0.0001736
2,19,43,    0.0006166
2,20,43,   -0.0009698
2,21,43,   -0.0012428
2,22,43,   -0.0014471
2,23,43,   -0.0015954
2,24,43,   -0.0017004
2,25,43,    0.0017727
2,26,43,   -0.0018211
2,27,43,   -0.0018524
2,28,43,   -0.0018711
2,29,43,    0.0018797
2,30,43,    0.0018796
2,31,43,    0.0018711
2,32,43,    0.0018531
2,33,43,   -0.0018238
2,34,43,    0.0017811
2,35,43,   -0.0017225
2,36,43,   -0.0016467
2,37,43,   -0.0015568
2,38,43,   -0.0014585
2,39,43,    0.0013568
2,40,43,   -0.0012544
3,0,43,   -0.0150775
3,1,43,   -0.0149689
3,2,43,   -0.0146461
3,3,43,    0.0141171
3,4,43,   -0.0133959
3,5,43,   -0.0125044
3,6,43,    0.0114730
3,7,43,   -0.0103349
3,8,43,    0.0091296
3,9,43,    0.0078994
3,10,43,    0.0066820
3,11,43,    0.0055073
3,12,43,   -0.0043976
3,13,43,   -0.0033709
3,14,43,    0.0024445
3,15,43,   -0.0016295
3,16,43,    0.0009274
3,17,43,   -0.0003330
3,18,43,   -0.0001611
3,19,43,    0.0005635
3,20,43,   -0.0008832
3,21,43,    0.0011296
3,22,43,    0.0013132
3,23,43,    0.0014458
3,24,43,    0.0015394
3,25,43,    0.0016043
3,26,43,    0.0016491
3,27,43,    0.0016800
3,28,43,   -0.0017005
3,29,43,    0.0017125
3,30,43,   -0.0017167
3,31,43,    0.0017129
3,32,43,   -0.0016999
3,33,43,   -0.0016758
3,34,43,   -0.0016391
3,35,43,    0.0015878
3,36,43,   -0.0015203
3,37,43,   -0.0014393
3,38,43,   -0.0013508
3,39,43,   -0.0012591
3,40,43,   -0.0011671
4,0,43,   -0.0139875
4,1,43,    0.0138876
4,2,43,    0.0135889
4,3,43,    0.0130988
4,4,43,   -0.0124280
4,5,43,   -0.0115925
4,6,43,    0.0106207
4,7,43,   -0.0095508
4,8,43,    0.0084177
4,9,43,   -0.0072598
4,10,43,   -0.0061155
4,11,43,    0.0050174
4,12,43,   -0.0039881
4,13,43,   -0.0030425
4,14,43,    0.0021942
4,15,43,    0.0014527
4,16,43,    0.0008192
4,17,43,   -0.0002883
4,18,43,   -0.0001483
4,19,43,   -0.0005001
4,20,43,   -0.0007766
4,21,43,    0.0009876
4,22,43,    0.0011428
4,23,43,   -0.0012533
4,24,43,   -0.0013303
4,25,43,   -0.0013836
4,26,43,    0.0014213
4,27,43,   -0.0014491
4,28,43,   -0.0014699
4,29,43,   -0.0014847
4,30,43,   -0.0014937
4,31,43,    0.0014962
4,32,43,   -0.0014905
4,33,43,    0.0014747
4,34,43,   -0.0014473
4,35,43,    0.0014066
4,36,43,   -0.0013509
4,37,43,    0.0012825
4,38,43,   -0.0012072
4,39,43,   -0.0011291
4,40,43,    0.0010505
5,0,43,   -0.0126589
5,1,43,   -0.0125671
5,2,43,   -0.0122935
5,3,43,    0.0118444
5,4,43,    0.0112272
5,5,43,   -0.0104577
5,6,43,   -0.0095628
5,7,43,   -0.0085774
5,8,43,    0.0075392
5,9,43,    0.0064801
5,10,43,    0.0054348
5,11,43,    0.0044358
5,12,43,   -0.0035058
5,13,43,    0.0026580
5,14,43,   -0.0019028
5,15,43,    0.0012475
5,16,43,    0.0006935
5,17,43,   -0.0002354
5,18,43,   -0.0001354
5,19,43,    0.0004289
5,20,43,    0.0006550
5,21,43,    0.0008237
5,22,43,    0.0009445
5,23,43,   -0.0010278
5,24,43,   -0.0010837
5,25,43,    0.0011215
5,26,43,   -0.0011487
5,27,43,    0.0011705
5,28,43,    0.0011895
5,29,43,    0.0012063
5,30,43,    0.0012201
5,31,43,   -0.0012297
5,32,43,    0.0012331
5,33,43,    0.0012282
5,34,43,   -0.0012132
5,35,43,   -0.0011864
5,36,43,    0.0011455
5,37,43,   -0.0010928
5,38,43,    0.0010338
5,39,43,   -0.0009721
5,40,43,   -0.0009097
6,0,43,    0.0111692
6,1,43,   -0.0110875
6,2,43,    0.0108425
6,3,43,   -0.0104376
6,4,43,   -0.0098791
6,5,43,    0.0091807
6,6,43,   -0.0083679
6,7,43,   -0.0074759
6,8,43,    0.0065407
6,9,43,   -0.0055935
6,10,43,    0.0046636
6,11,43,   -0.0037803
6,12,43,    0.0029648
6,13,43,   -0.0022290
6,14,43,   -0.0015798
6,15,43,    0.0010219
6,16,43,    0.0005561
6,17,43,    0.0001778
6,18,43,    0.0001213
6,19,43,   -0.0003511
6,20,43,    0.0005220
6,21,43,   -0.0006436
6,22,43,    0.0007260
6,23,43,   -0.0007786
6,24,43,   -0.0008106
6,25,43,   -0.0008302
6,26,43,    0.0008444
6,27,43,   -0.0008580
6,28,43,    0.0008734
6,29,43,    0.0008909
6,30,43,   -0.0009093
6,31,43,    0.0009264
6,32,43,   -0.0009399
6,33,43,   -0.0009474
6,34,43,   -0.0009469
6,35,43,    0.0009362
6,36,43,    0.0009126
6,37,43,    0.0008781
6,38,43,   -0.0008378
6,39,43,   -0.0007948
6,40,43,    0.0007509
7,0,43,   -0.0095808
7,1,43,    0.0095088
7,2,43,   -0.0092935
7,3,43,    0.0089359
7,4,43,    0.0084406
7,5,43,   -0.0078197
7,6,43,    0.0070956
7,7,43,   -0.0063028
7,8,43,    0.0054764
7,9,43,    0.0046471
7,10,43,   -0.0038406
7,11,43,    0.0030810
7,12,43,    0.0023871
7,13,43,   -0.0017692
7,14,43,    0.0012325
7,15,43,   -0.0007791
7,16,43,    0.0004085
7,17,43,   -0.0001157
7,18,43,    0.0001073
7,19,43,   -0.0002701
7,20,43,   -0.0003826
7,21,43,   -0.0004546
7,22,43,   -0.0004959
7,23,43,   -0.0005156
7,24,43,    0.0005220
7,25,43,    0.0005222
7,26,43,   -0.0005223
7,27,43,    0.0005266
7,28,43,   -0.0005374
7,29,43,   -0.0005549
7,30,43,    0.0005772
7,31,43,   -0.0006017
7,32,43,   -0.0006255
7,33,43,   -0.0006458
7,34,43,   -0.0006606
7,35,43,   -0.0006672
7,36,43,   -0.0006623
7,37,43,    0.0006479
7,38,43,    0.0006280
7,39,43,   -0.0006054
7,40,43,    0.0005810
8,0,43,   -0.0079451
8,1,43,   -0.0078816
8,2,43,   -0.0076949
8,3,43,    0.0073875
8,4,43,   -0.0069604
8,5,43,   -0.0064220
8,6,43,    0.0057931
8,7,43,    0.0051051
8,8,43,   -0.0043914
8,9,43,    0.0036821
8,10,43,    0.0030011
8,11,43,   -0.0023677
8,12,43,   -0.0017973
8,13,43,   -0.0012978
8,14,43,   -0.0008734
8,15,43,   -0.0005255
8,16,43,    0.0002519
8,17,43,    0.0000470
8,18,43,   -0.0000979
8,19,43,    0.0001921
8,20,43,    0.0002449
8,21,43,   -0.0002658
8,22,43,   -0.0002647
8,23,43,   -0.0002504
8,24,43,    0.0002304
8,25,43,   -0.0002108
8,26,43,   -0.0001968
8,27,43,   -0.0001918
8,28,43,    0.0001979
8,29,43,    0.0002148
8,30,43,    0.0002404
8,31,43,   -0.0002717
8,32,43,   -0.0003054
8,33,43,    0.0003383
8,34,43,   -0.0003682
8,35,43,    0.0003921
8,36,43,   -0.0004063
8,37,43,   -0.0004127
8,38,43,    0.0004139
8,39,43,   -0.0004118
8,40,43,    0.0004073
9,0,43,   -0.0063209
9,1,43,    0.0062667
9,2,43,    0.0061077
9,3,43,    0.0058482
9,4,43,    0.0054880
9,5,43,   -0.0050341
9,6,43,    0.0045040
9,7,43,    0.0039239
9,8,43,    0.0033246
9,9,43,   -0.0027343
9,10,43,    0.0021758
9,11,43,   -0.0016657
9,12,43,    0.0012165
9,13,43,   -0.0008335
9,14,43,    0.0005188
9,15,43,    0.0002734
9,16,43,   -0.0000944
9,17,43,    0.0000252
9,18,43,   -0.0000942
9,19,43,   -0.0001217
9,20,43,   -0.0001164
9,21,43,    0.0000873
9,22,43,    0.0000443
9,23,43,    0.0000038
9,24,43,   -0.0000501
9,25,43,   -0.0000891
9,26,43,   -0.0001168
9,27,43,    0.0001306
9,28,43,    0.0001291
9,29,43,   -0.0001131
9,30,43,    0.0000847
9,31,43,    0.0000474
9,32,43,    0.0000048
9,33,43,   -0.0000398
9,34,43,    0.0000839
9,35,43,   -0.0001238
9,36,43,    0.0001565
9,37,43,    0.0001829
9,38,43,    0.0002045
9,39,43,   -0.0002222
9,40,43,   -0.0002364
10,0,43,   -0.0047686
10,1,43,   -0.0047231
10,2,43,    0.0045903
10,3,43,   -0.0043753
10,4,43,    0.0040790
10,5,43,    0.0037071
10,6,43,   -0.0032735
10,7,43,    0.0027999
10,8,43,    0.0023127
10,9,43,    0.0018377
10,10,43,   -0.0013957
10,11,43,   -0.0010017
10,12,43,    0.0006666
10,13,43,   -0.0003939
10,14,43,    0.0001834
10,15,43,    0.0000346
10,16,43,    0.0000559
10,17,43,    0.0000959
10,18,43,   -0.0000944
10,19,43,   -0.0000603
10,20,43,   -0.0000014
10,21,43,   -0.0000735
10,22,43,   -0.0001551
10,23,43,    0.0002348
10,24,43,   -0.0003060
10,25,43,   -0.0003635
10,26,43,    0.0004040
10,27,43,   -0.0004258
10,28,43,    0.0004287
10,29,43,   -0.0004136
10,30,43,   -0.0003833
10,31,43,   -0.0003411
10,32,43,   -0.0002910
10,33,43,   -0.0002363
10,34,43,   -0.0001796
10,35,43,   -0.0001253
10,36,43,   -0.0000759
10,37,43,    0.0000311
10,38,43,    0.0000090
10,39,43,    0.0000445
10,40,43,    0.0000754
11,0,43,   -0.0033442
11,1,43,   -0.0033067
11,2,43,    0.0031988
11,3,43,   -0.0030248
11,4,43,    0.0027867
11,5,43,   -0.0024901
11,6,43,    0.0021462
11,7,43,   -0.0017725
11,8,43,   -0.0013907
11,9,43,   -0.0010232
11,10,43,    0.0006886
11,11,43,   -0.0004006
11,12,43,   -0.0001687
11,13,43,   -0.0000042
11,14,43,    0.0001201
11,15,43,    0.0001813
11,16,43,    0.0001923
11,17,43,    0.0001613
11,18,43,   -0.0000976
11,19,43,   -0.0000092
11,20,43,   -0.0000965
11,21,43,   -0.0002111
11,22,43,   -0.0003260
11,23,43,   -0.0004331
11,24,43,   -0.0005262
11,25,43,    0.0006002
11,26,43,    0.0006523
11,27,43,   -0.0006813
11,28,43,    0.0006880
11,29,43,    0.0006740
11,30,43,   -0.0006423
11,31,43,   -0.0005966
11,32,43,   -0.0005408
11,33,43,   -0.0004778
11,34,43,    0.0004108
11,35,43,   -0.0003445
11,36,43,   -0.0002808
11,37,43,   -0.0002206
11,38,43,   -0.0001648
11,39,43,    0.0001142
11,40,43,    0.0000692
12,0,43,    0.0020944
12,1,43,   -0.0020650
12,2,43,   -0.0019805
12,3,43,   -0.0018433
12,4,43,    0.0016561
12,5,43,    0.0014256
12,6,43,   -0.0011613
12,7,43,   -0.0008765
12,8,43,   -0.0005886
12,9,43,   -0.0003169
12,10,43,   -0.0000777
12,11,43,    0.0001173
12,12,43,    0.0002592
12,13,43,   -0.0003461
12,14,43,   -0.0003808
12,15,43,   -0.0003667
12,16,43,   -0.0003098
12,17,43,   -0.0002186
12,18,43,    0.0001025
12,19,43,    0.0000309
12,20,43,   -0.0001750
12,21,43,    0.0003218
12,22,43,    0.0004633
12,23,43,    0.0005922
12,24,43,    0.0007028
12,25,43,   -0.0007905
12,26,43,   -0.0008522
12,27,43,    0.0008873
12,28,43,    0.0008972
12,29,43,   -0.0008841
12,30,43,   -0.0008516
12,31,43,   -0.0008037
12,32,43,   -0.0007440
12,33,43,    0.0006753
12,34,43,    0.0006008
12,35,43,   -0.0005252
12,36,43,   -0.0004506
12,37,43,   -0.0003785
12,38,43,   -0.0003104
12,39,43,   -0.0002479
12,40,43,    0.0001918
13,0,43,   -0.0010553
13,1,43,    0.0010338
13,2,43,   -0.0009704
13,3,43,    0.0008653
13,4,43,    0.0007214
13,5,43,   -0.0005460
13,6,43,   -0.0003481
13,7,43,    0.0001377
13,8,43,   -0.0000712
13,9,43,    0.0002619
13,10,43,    0.0004204
13,11,43,   -0.0005368
13,12,43,   -0.0006038
13,13,43,   -0.0006206
13,14,43,   -0.0005896
13,15,43,    0.0005152
13,16,43,   -0.0004041
13,17,43,   -0.0002656
13,18,43,    0.0001086
13,19,43,    0.0000597
13,20,43,    0.0002327
13,21,43,    0.0004032
13,22,43,   -0.0005639
13,23,43,   -0.0007083
13,24,43,    0.0008313
13,25,43,    0.0009286
13,26,43,    0.0009975
13,27,43,    0.0010373
13,28,43,   -0.0010496
13,29,43,   -0.0010374
13,30,43,   -0.0010046
13,31,43,    0.0009555
13,32,43,    0.0008937
13,33,43,   -0.0008214
13,34,43,   -0.0007428
13,35,43,   -0.0006616
13,36,43,    0.0005802
13,37,43,   -0.0005004
13,38,43,   -0.0004239
13,39,43,   -0.0003527
13,40,43,   -0.0002883
14,0,43,   -0.0002505
14,1,43,   -0.0002360
14,2,43,    0.0001903
14,3,43,    0.0001119
14,4,43,   -0.0000033
14,5,43,    0.0001287
14,6,43,   -0.0002757
14,7,43,   -0.0004284
14,8,43,   -0.0005751
14,9,43,    0.0007015
14,10,43,    0.0007958
14,11,43,    0.0008498
14,12,43,    0.0008583
14,13,43,    0.0008213
14,14,43,    0.0007412
14,15,43,    0.0006224
14,16,43,   -0.0004723
14,17,43,    0.0003001
14,18,43,   -0.0001146
14,19,43,    0.0000773
14,20,43,   -0.0002691
14,21,43,   -0.0004543
14,22,43,   -0.0006265
14,23,43,    0.0007797
14,24,43,    0.0009093
14,25,43,   -0.0010120
14,26,43,   -0.0010852
14,27,43,    0.0011279
