#x_rot,y_rot,z_rot,V_homo,V_lumo,Dexter,
36,18,12,0.025254,-0.016931,0.007906,FALSE
36,20,12,-0.027627,0.016036,-0.008211,FALSE
38,0,12,-0.013987,0.018164,-0.004776,FALSE
38,2,12,0.014585,0.018203,-0.00498,FALSE
38,4,12,-0.015312,-0.018271,0.005237,FALSE
38,6,12,0.016176,-0.018344,-0.005548,FALSE
38,8,12,0.017187,-0.018393,-0.005911,FALSE
38,10,12,0.018358,0.018386,-0.006307,FALSE
38,12,12,-0.019705,0.01829,-0.006729,FALSE
38,14,12,-0.021253,0.018067,-0.007168,FALSE
38,16,12,0.023041,0.017673,-0.007604,FALSE
38,18,12,-0.025121,0.017059,0.007999,FALSE
38,20,12,-0.027565,-0.016172,0.008298,FALSE
40,0,12,-0.013319,-0.017895,-0.004581,FALSE
40,2,12,-0.013979,0.017976,0.004813,FALSE
40,4,12,0.014765,0.018087,-0.005099,FALSE
40,6,12,0.015683,0.018203,0.005442,FALSE
40,8,12,0.016743,0.018295,0.005839,FALSE
40,10,12,-0.017958,-0.01833,-0.006262,FALSE
40,12,12,-0.019348,-0.018272,0.006715,FALSE
40,14,12,0.020941,-0.018081,0.007181,FALSE
40,16,12,0.022779,0.017712,-0.007636,FALSE
40,18,12,-0.024915,0.017119,0.008038,FALSE
42,0,12,0.012512,0.017456,-0.004299,FALSE
42,2,12,-0.01324,-0.017594,-0.004564,FALSE
42,4,12,-0.014093,0.017762,0.004886,FALSE
42,6,12,0.015074,-0.017934,0.005266,FALSE
42,8,12,-0.016194,0.018081,0.005691,FALSE
42,10,12,-0.017465,-0.018168,-0.006153,FALSE
42,12,12,0.018909,0.018157,-0.00664,FALSE
42,14,12,0.020559,-0.018006,0.007136,FALSE
42,16,12,0.022456,-0.017672,0.00761,FALSE
44,0,12,-0.011564,0.016835,-0.003928,FALSE
44,2,12,0.012365,0.017049,-0.00423,FALSE
44,4,12,0.013291,0.017292,-0.004592,FALSE
44,6,12,0.014346,-0.017536,-0.005009,FALSE
44,8,12,0.015537,0.017751,-0.005474,FALSE
44,10,12,0.016879,0.017902,0.005977,FALSE
44,12,12,0.018396,-0.017948,0.006503,FALSE
44,14,12,-0.02012,-0.017847,0.00703,FALSE
46,0,12,-0.010478,0.016032,-0.003452,FALSE
46,2,12,-0.011359,-0.016341,-0.003799,FALSE
46,4,12,-0.012368,0.016678,-0.00421,FALSE
46,6,12,-0.013507,0.017012,0.004677,FALSE
46,8,12,0.014784,-0.017311,-0.005189,FALSE
46,10,12,-0.016214,-0.017537,0.005736,FALSE
46,12,12,0.017823,0.017652,0.006301,FALSE
48,0,12,-0.009263,0.015061,0.002903,FALSE
48,2,12,0.010231,-0.015483,-0.003298,FALSE
48,4,12,0.011333,-0.01593,-0.003762,FALSE
48,6,12,0.012569,-0.01637,0.004281,FALSE
48,8,12,-0.013948,-0.016766,-0.00484,FALSE
50,2,12,-0.008991,0.014498,0.002747,FALSE
0,0,14,-0.014495,-0.012905,0.003241,FALSE
0,2,14,-0.014549,0.012927,-0.00326,FALSE
0,4,14,-0.014716,0.01299,0.003316,FALSE
0,6,14,0.015001,0.013084,-0.003409,FALSE
0,8,14,0.015411,-0.013199,-0.003538,FALSE
0,10,14,0.015949,0.013323,-0.003701,FALSE
0,12,14,0.016616,-0.013439,-0.003897,FALSE
0,14,14,-0.017414,0.013531,0.004122,FALSE
0,16,14,-0.018347,-0.013575,-0.004371,FALSE
0,18,14,-0.019417,-0.013545,0.004638,FALSE
0,20,14,0.020626,0.013414,-0.004913,FALSE
0,22,14,0.021973,0.013155,0.005183,FALSE
0,24,14,0.023447,0.012744,0.005428,FALSE
0,26,14,0.025034,0.012149,0.005613,FALSE
0,28,14,0.026711,-0.011327,-0.005674,FALSE
0,30,14,-0.028453,-0.0102,-0.00549,FALSE
2,0,14,0.014493,0.012939,-0.003248,FALSE
2,2,14,0.014576,0.012939,-0.003269,FALSE
2,4,14,0.014769,-0.01298,-0.003327,FALSE
2,6,14,-0.015078,-0.013055,-0.003421,FALSE
2,8,14,-0.015509,0.013152,-0.003551,FALSE
2,10,14,0.016068,-0.013255,0.003716,FALSE
2,12,14,0.01676,0.013346,0.003912,FALSE
2,14,14,0.017587,0.013407,-0.004136,FALSE
2,16,14,0.018553,-0.013412,0.004383,FALSE
2,18,14,-0.019662,0.013336,0.004646,FALSE
2,20,14,0.020915,0.013152,-0.004915,FALSE
2,22,14,-0.022311,0.01283,0.005175,FALSE
2,24,14,-0.023843,-0.012344,0.005405,FALSE
2,26,14,0.025499,0.011658,0.005567,FALSE
2,28,14,0.027259,0.010727,-0.005595,FALSE
2,30,14,0.029099,0.009473,0.005365,FALSE
4,0,14,-0.014493,-0.013034,0.00327,FALSE
4,2,14,0.014605,-0.013012,-0.003293,FALSE
4,4,14,0.014827,-0.013032,0.003353,FALSE
4,6,14,-0.015163,-0.013086,-0.003449,FALSE
4,8,14,-0.015619,-0.013162,-0.003581,FALSE
4,10,14,-0.016204,-0.013242,0.003747,FALSE
4,12,14,-0.016922,-0.013306,-0.003943,FALSE
4,14,14,0.01778,-0.013333,0.004167,FALSE
4,16,14,0.018781,-0.013298,0.004413,FALSE
4,18,14,-0.019931,0.013174,0.004672,FALSE
4,20,14,0.021231,0.012932,-0.004934,FALSE
4,22,14,-0.02268,0.012542,0.005182,FALSE
4,24,14,0.024276,0.011973,-0.005394,FALSE
4,26,14,-0.026011,0.011187,-0.00553,FALSE
4,28,14,0.027867,-0.010134,0.005518,FALSE
4,30,14,-0.02983,0.008734,-0.005229,FALSE
6,0,14,-0.014511,-0.013178,-0.003306,FALSE
6,2,14,0.014649,-0.013137,-0.003331,FALSE
6,4,14,-0.014899,0.013137,0.003394,FALSE
6,6,14,0.015264,-0.013169,-0.003493,FALSE
6,8,14,-0.015748,0.013222,-0.003627,FALSE
6,10,14,-0.016362,-0.013277,-0.003794,FALSE
6,12,14,0.01711,0.013312,-0.003992,FALSE
6,14,14,-0.018001,-0.013305,0.004216,FALSE
6,16,14,0.019041,-0.013227,0.00446,FALSE
6,18,14,-0.020234,0.013052,-0.004715,FALSE
6,20,14,0.021584,0.01275,-0.00497,FALSE
6,22,14,0.023092,-0.012289,-0.005206,FALSE
6,24,14,-0.024758,0.011632,-0.005398,FALSE
6,26,14,0.026578,0.01074,0.005504,FALSE
6,28,14,0.028544,0.009557,0.005445,FALSE
8,0,14,0.014558,-0.013359,-0.003357,FALSE
8,2,14,-0.014719,-0.013303,-0.003384,FALSE
8,4,14,-0.014996,0.013284,-0.00345,FALSE
8,6,14,-0.015389,0.013296,-0.003553,FALSE
8,8,14,0.015904,-0.013326,0.003689,FALSE
8,10,14,0.016549,-0.013355,-0.003859,FALSE
8,12,14,-0.01733,0.01336,0.004059,FALSE
8,14,14,0.018256,-0.013317,0.004284,FALSE
8,16,14,0.019336,-0.013196,0.004527,FALSE
8,18,14,0.020575,-0.01297,-0.004778,FALSE
8,20,14,0.021979,-0.012606,-0.005025,FALSE
8,22,14,0.023549,0.012071,-0.005248,FALSE
8,24,14,-0.025291,0.011325,0.005419,FALSE
8,26,14,0.027204,-0.010323,-0.00549,FALSE
8,28,14,-0.029289,-0.009003,-0.005378,FALSE
10,0,14,0.014636,-0.01357,0.003422,FALSE
10,2,14,-0.014818,0.013501,0.003452,FALSE
10,4,14,0.01512,-0.013468,-0.003521,FALSE
10,6,14,0.015541,0.013462,0.003628,FALSE
10,8,14,0.016087,0.01347,0.003769,FALSE
10,10,14,0.016763,0.013473,-0.003942,FALSE
10,12,14,0.017578,-0.013449,-0.004144,FALSE
10,14,14,0.018542,-0.01337,-0.00437,FALSE
10,16,14,-0.019664,0.013207,0.004612,FALSE
10,18,14,0.020952,-0.012929,-0.00486,FALSE
10,20,14,-0.022412,-0.012503,-0.0051,FALSE
10,22,14,-0.024049,-0.011893,-0.005309,FALSE
10,24,14,0.025872,-0.011056,-0.005457,FALSE
10,26,14,0.027886,0.009942,0.005492,FALSE
10,28,14,0.030101,-0.008483,-0.005318,FALSE
12,0,14,-0.014738,-0.013812,-0.0035,FALSE
12,2,14,-0.01494,-0.013734,0.003533,FALSE
12,4,14,-0.015264,0.01369,0.003606,FALSE
12,6,14,0.015712,0.013669,-0.003717,FALSE
12,8,14,-0.016288,-0.013656,0.003864,FALSE
12,10,14,0.016998,-0.013635,0.004041,FALSE
12,12,14,0.017849,0.013582,0.004247,FALSE
12,14,14,-0.018852,0.013468,0.004475,FALSE
12,16,14,0.020017,-0.013264,-0.004718,FALSE
12,18,14,-0.021354,0.012935,-0.004964,FALSE
12,20,14,0.022874,-0.012447,-0.005196,FALSE
12,22,14,-0.024584,0.011762,0.005391,FALSE
12,24,14,-0.026494,0.010833,0.005515,FALSE
12,26,14,-0.028616,-0.009605,0.005509,FALSE
12,28,14,-0.030972,0.008004,0.005268,FALSE
14,0,14,-0.014848,0.014087,0.003589,FALSE
14,2,14,-0.01507,-0.014005,-0.003627,FALSE
14,4,14,0.015415,-0.013953,-0.003704,FALSE
14,6,14,-0.015889,-0.01392,-0.00382,FALSE
14,8,14,-0.016497,-0.01389,-0.003973,FALSE
14,10,14,-0.017242,-0.013845,0.004158,FALSE
14,12,14,-0.018131,-0.013763,-0.004368,FALSE
14,14,14,-0.019175,0.013617,0.0046,FALSE
14,16,14,-0.020384,-0.013373,-0.004845,FALSE
14,18,14,-0.021774,0.012995,0.005089,FALSE
14,20,14,-0.023356,0.012446,-0.005315,FALSE
14,22,14,-0.025142,-0.011684,-0.005497,FALSE
14,24,14,0.027146,-0.010661,0.005596,FALSE
14,26,14,-0.029387,-0.009318,0.005546,FALSE
16,0,14,0.014953,-0.0144,0.003689,FALSE
16,2,14,-0.015195,-0.014315,-0.003733,FALSE
16,4,14,0.015562,-0.014259,-0.003816,FALSE
16,6,14,-0.016064,-0.014217,0.003938,FALSE
16,8,14,0.016703,-0.014171,0.004097,FALSE
16,10,14,0.017486,0.014104,0.00429,FALSE
16,12,14,-0.018417,0.013994,0.004507,FALSE
16,14,14,0.019504,-0.013815,0.004744,FALSE
16,16,14,0.02076,-0.013533,-0.004992,FALSE
16,18,14,0.022204,0.013108,-0.005237,FALSE
16,20,14,-0.023851,-0.012499,0.005458,FALSE
16,22,14,0.025718,0.011662,-0.005627,FALSE
16,24,14,-0.027822,0.010545,-0.0057,FALSE
16,26,14,0.030191,-0.009087,-0.005603,FALSE
18,0,14,0.015041,-0.014747,0.003798,FALSE
18,2,14,0.015305,-0.014662,0.003848,FALSE
18,4,14,0.015698,0.014604,0.003939,FALSE
18,6,14,0.016229,0.014554,-0.004068,FALSE
18,8,14,-0.016904,0.014494,-0.004235,FALSE
18,10,14,-0.017728,0.014405,-0.004436,FALSE
18,12,14,0.018702,0.014269,0.004663,FALSE
18,14,14,-0.019835,0.014059,-0.004907,FALSE
18,16,14,-0.021142,-0.01374,0.005161,FALSE
18,18,14,-0.022642,-0.013271,-0.005408,FALSE
18,20,14,-0.024356,-0.012605,-0.005626,FALSE
18,22,14,0.026306,0.011695,0.005783,FALSE
18,24,14,0.028517,0.010486,0.005829,FALSE
18,26,14,-0.031026,0.008913,0.005681,FALSE
20,0,14,-0.015106,0.015123,-0.003914,FALSE
20,2,14,0.015397,-0.015037,-0.003972,FALSE
20,4,14,-0.015819,-0.014977,-0.004071,FALSE
20,6,14,0.016383,-0.01492,0.004209,FALSE
20,8,14,-0.017096,-0.014847,-0.004385,FALSE
20,10,14,-0.017963,-0.014738,0.004596,FALSE
20,12,14,0.018985,-0.014577,-0.004835,FALSE
20,14,14,0.020167,0.014339,0.005088,FALSE
20,16,14,0.021526,0.013986,0.005348,FALSE
20,18,14,0.023085,-0.013475,-0.0056,FALSE
20,20,14,0.024869,-0.012757,0.005817,FALSE
20,22,14,-0.026906,-0.011778,0.005964,FALSE
20,24,14,0.029229,0.010481,-0.005984,FALSE
20,26,14,-0.031888,0.008799,-0.005783,FALSE
22,0,14,-0.015145,-0.015514,0.004033,FALSE
22,2,14,-0.015467,0.015429,0.004101,FALSE
22,4,14,-0.015922,0.015366,0.00421,FALSE
22,6,14,0.016523,0.015303,-0.004359,FALSE
22,8,14,0.017277,-0.015219,-0.004546,FALSE
22,10,14,0.018189,-0.015094,0.004767,FALSE
22,12,14,0.019259,0.014912,0.005019,FALSE
22,14,14,-0.020493,0.014648,0.005283,FALSE
22,16,14,-0.021906,0.014265,0.005553,FALSE
22,18,14,0.023526,-0.013717,-0.005811,FALSE
22,20,14,0.025381,0.012951,0.00603,FALSE
22,22,14,0.027509,-0.011909,-0.006168,FALSE
22,24,14,0.029953,-0.01053,-0.006161,FALSE
24,0,14,0.015149,0.015911,-0.004153,FALSE
24,2,14,0.015507,-0.015827,-0.004232,FALSE
24,4,14,0.016,0.015761,-0.004353,FALSE
24,6,14,0.016641,-0.015693,0.004513,FALSE
24,8,14,-0.017438,0.015601,0.004712,FALSE
24,10,14,0.018394,-0.015465,0.004947,FALSE
24,12,14,0.019512,0.015266,0.005212,FALSE
24,14,14,0.020798,-0.014981,0.00549,FALSE
24,16,14,0.022269,0.014572,-0.005771,FALSE
24,18,14,-0.023951,0.013992,-0.006039,FALSE
24,20,14,0.025882,0.013184,0.006262,FALSE
24,22,14,0.028106,0.012085,-0.006393,FALSE
24,24,14,-0.030679,-0.010631,0.00636,FALSE
26,0,14,0.015111,0.016299,0.004268,FALSE
26,2,14,0.015505,0.016219,0.00436,FALSE
26,4,14,0.016039,0.016153,-0.004494,FALSE
26,6,14,0.016722,0.016083,-0.004668,FALSE
26,8,14,-0.017561,-0.015987,0.004881,FALSE
26,10,14,-0.018562,-0.015845,0.005131,FALSE
26,12,14,0.019728,0.015636,0.005413,FALSE
26,14,14,0.021067,0.015335,0.005704,FALSE
26,16,14,0.022596,0.014905,0.006,FALSE
26,18,14,0.024344,0.014297,0.006279,FALSE
26,20,14,-0.026355,0.013452,0.006508,FALSE
26,22,14,0.028683,0.012303,0.006634,FALSE
26,24,14,0.031397,0.010781,-0.006576,FALSE
28,0,14,-0.01502,-0.016664,-0.004373,FALSE
28,2,14,0.015451,-0.016592,-0.00448,FALSE
28,4,14,-0.016025,0.016532,-0.004628,FALSE
28,6,14,0.01675,-0.016465,0.004818,FALSE
28,8,14,-0.017633,-0.01637,-0.005048,FALSE
28,10,14,-0.018678,-0.016228,0.005315,FALSE
28,12,14,-0.019891,0.016014,0.005615,FALSE
28,14,14,-0.021282,-0.015703,-0.005922,FALSE
28,16,14,-0.02287,-0.015258,0.006234,FALSE
28,18,14,0.024689,0.014626,0.006528,FALSE
28,20,14,0.026786,-0.013749,-0.006765,FALSE
28,22,14,0.029225,-0.012557,0.006887,FALSE
30,0,14,0.014866,-0.016985,0.00446,FALSE
30,2,14,-0.015336,-0.016927,-0.004583,FALSE
30,4,14,0.01595,0.016879,-0.004749,FALSE
30,6,14,-0.016716,-0.016823,-0.004957,FALSE
30,8,14,0.01764,-0.016737,-0.005207,FALSE
30,10,14,0.018728,0.016601,-0.005495,FALSE
30,12,14,0.019987,-0.016391,-0.005811,FALSE
30,14,14,0.021429,-0.016078,-0.006139,FALSE
30,16,14,0.023078,-0.015621,0.00647,FALSE
30,18,14,0.02497,0.014972,0.006779,FALSE
30,20,14,0.027159,0.014068,-0.007025,FALSE
30,22,14,-0.029719,0.012841,0.007144,FALSE
32,0,14,-0.014641,0.01724,-0.004518,FALSE
32,2,14,-0.015153,-0.017202,0.004661,FALSE
32,4,14,-0.015809,0.017173,-0.004848,FALSE
32,6,14,-0.016615,-0.017136,0.005078,FALSE
32,8,14,0.017579,-0.017069,0.005351,FALSE
32,10,14,-0.018707,0.016948,-0.005664,FALSE
32,12,14,-0.020009,-0.01675,0.005998,FALSE
32,14,14,0.0215,0.016442,0.006349,FALSE
32,16,14,-0.023209,0.015983,0.006701,FALSE
32,18,14,0.025177,-0.015322,-0.007028,FALSE
32,20,14,-0.027463,-0.0144,-0.007283,FALSE
32,22,14,0.03015,-0.013148,0.007398,FALSE
34,0,14,-0.014336,-0.017405,0.004536,FALSE
34,2,14,0.014896,-0.017392,0.004702,FALSE
34,4,14,0.015596,0.01739,0.004913,FALSE
34,6,14,-0.016444,0.01738,0.005169,FALSE
34,8,14,-0.017447,0.017341,-0.00547,FALSE
34,10,14,0.018612,0.017247,0.00581,FALSE
34,12,14,-0.019954,-0.017071,-0.006168,FALSE
34,14,14,-0.021492,0.016778,0.006545,FALSE
34,16,14,-0.023261,-0.016324,-0.006922,FALSE
34,18,14,-0.025306,0.01566,0.007266,FALSE
34,20,14,0.027692,-0.01473,-0.007531,FALSE
34,22,14,-0.030512,0.013466,0.00764,FALSE
36,0,14,0.013939,0.01746,0.004502,FALSE
36,2,14,0.014554,-0.017477,-0.004694,FALSE
36,4,14,0.015305,0.017508,-0.004933,FALSE
36,6,14,0.016198,0.017535,0.00522,FALSE
36,8,14,-0.017241,-0.017533,0.005554,FALSE
36,10,14,-0.018444,0.017477,-0.00592,FALSE
36,12,14,0.019825,-0.017334,-0.006311,FALSE
36,14,14,-0.02141,0.017065,-0.006719,FALSE
36,16,14,0.023239,0.016627,-0.007122,FALSE
36,18,14,0.02536,0.015972,0.007485,FALSE
36,20,14,0.027846,-0.015045,0.007757,FALSE
38,0,14,0.013437,0.017385,-0.004406,FALSE
38,2,14,-0.014115,0.017441,-0.004627,FALSE
38,4,14,-0.014924,-0.017514,0.004898,FALSE
38,6,14,-0.015869,0.017586,-0.00522,FALSE
38,8,14,0.016957,-0.017632,-0.005589,FALSE
38,10,14,-0.018202,-0.017622,0.005989,FALSE
38,12,14,-0.019625,-0.01752,-0.006417,FALSE
38,14,14,0.02126,0.017286,-0.00686,FALSE
38,16,14,0.023148,0.016875,-0.007292,FALSE
38,18,14,0.025345,0.016241,0.007674,FALSE
38,20,14,-0.027928,-0.015332,-0.00795,FALSE
40,0,14,0.012815,0.017167,-0.004237,FALSE
40,2,14,-0.013564,-0.017274,0.004493,FALSE
40,4,14,-0.014439,-0.017401,-0.0048,FALSE
40,6,14,-0.015445,0.017528,0.005162,FALSE
40,8,14,-0.016588,-0.01763,-0.005566,FALSE
40,10,14,0.017883,0.017674,0.006009,FALSE
40,12,14,-0.019357,-0.017623,0.00648,FALSE
40,14,14,0.021046,-0.017433,-0.006961,FALSE
40,16,14,-0.022999,0.017059,0.007423,FALSE
40,18,14,-0.025272,-0.016457,-0.007823,FALSE
40,20,14,-0.027947,-0.015581,0.008099,FALSE
42,0,14,-0.012061,0.016796,-0.003983,FALSE
42,2,14,0.012888,0.01697,-0.004279,FALSE
42,4,14,-0.013839,-0.017165,0.004629,FALSE
42,6,14,0.014917,-0.01736,-0.005033,FALSE
42,8,14,-0.016128,0.017528,0.005485,FALSE
42,10,14,-0.017488,0.017636,-0.005976,FALSE
42,12,14,0.019025,-0.017642,-0.006494,FALSE
42,14,14,-0.020781,0.017504,-0.007016,FALSE
42,16,14,0.022805,-0.017177,0.007509,FALSE
42,18,14,-0.025156,-0.01662,0.007922,FALSE
44,0,14,-0.011171,-0.016264,-0.003636,FALSE
44,2,14,-0.012083,-0.016525,0.003979,FALSE
44,4,14,-0.013119,-0.016807,0.004381,FALSE
44,6,14,0.014282,0.017084,-0.004838,FALSE
44,8,14,-0.015575,-0.01733,-0.005344,FALSE
44,10,14,0.017018,-0.01751,-0.005889,FALSE
44,12,14,0.018638,-0.017583,-0.006456,FALSE
44,14,14,0.020478,-0.017505,-0.007021,FALSE
46,0,14,0.010148,0.015574,-0.003209,FALSE
46,2,14,-0.011152,-0.015943,0.003604,FALSE
46,4,14,-0.012284,0.016328,-0.004064,FALSE
46,6,14,-0.013544,-0.016705,0.004581,FALSE
46,8,14,-0.014937,0.017042,-0.005146,FALSE
46,10,14,0.016483,-0.017306,-0.005747,FALSE
46,12,14,-0.01821,0.017454,0.006365,FALSE
48,0,14,0.008998,0.014741,-0.002714,FALSE
48,2,14,-0.010105,-0.015235,-0.003165,FALSE
48,4,14,0.011344,0.01574,-0.003688,FALSE
48,6,14,0.012715,0.016229,-0.004267,FALSE
48,8,14,0.014227,0.01667,0.00489,FALSE
48,10,14,0.0159,-0.017028,0.005545,FALSE
50,2,14,-0.008949,0.014421,0.002679,FALSE
50,4,14,0.010309,0.015059,-0.003265,FALSE
50,6,14,-0.011809,-0.01567,-0.003902,FALSE
50,8,14,-0.013462,0.016223,-0.004574,FALSE
0,0,16,-0.013783,-0.01192,0.002842,FALSE
0,2,16,-0.013834,0.011939,-0.002858,FALSE
0,4,16,0.01399,0.011991,0.002906,FALSE
0,6,16,-0.014258,-0.012069,0.002985,FALSE
0,8,16,0.014641,-0.012163,-0.003094,FALSE
0,10,16,0.015145,0.012261,-0.003232,FALSE
0,12,16,-0.015769,-0.012348,-0.003396,FALSE
0,14,16,0.016516,-0.012406,0.003584,FALSE
0,16,16,0.017386,-0.012415,-0.00379,FALSE
0,18,16,0.018379,-0.012353,-0.004009,FALSE
0,20,16,0.019495,0.012194,-0.004232,FALSE
0,22,16,-0.020728,0.011919,-0.004448,FALSE
0,24,16,0.022065,0.011508,0.00464,FALSE
0,26,16,0.023483,-0.010944,-0.004782,FALSE
0,28,16,-0.02495,-0.010201,0.004823,FALSE
0,30,16,0.026422,-0.009223,0.00466,FALSE
2,0,16,-0.013783,0.01195,0.002849,FALSE
2,2,16,0.013862,0.011947,0.002866,FALSE
2,4,16,0.014045,0.011979,-0.002916,FALSE
2,6,16,-0.014336,-0.012038,-0.002996,FALSE
2,8,16,0.014742,0.012113,0.003106,FALSE
2,10,16,0.015268,0.012189,-0.003245,FALSE
2,12,16,-0.015919,-0.012249,0.003409,FALSE
2,14,16,-0.016697,0.012275,-0.003597,FALSE
2,16,16,0.017604,0.012243,-0.003801,FALSE
2,18,16,-0.018642,-0.012131,0.004016,FALSE
2,20,16,0.019808,-0.011916,-0.004233,FALSE
2,22,16,-0.021098,-0.011574,-0.004439,FALSE
2,24,16,-0.022501,0.011085,0.004616,FALSE
2,26,16,0.024,-0.010426,0.004735,FALSE
2,28,16,-0.025566,0.009566,-0.004743,FALSE
2,30,16,-0.027162,-0.008444,-0.004534,FALSE
4,0,16,-0.01379,0.012036,0.002869,FALSE
4,2,16,-0.013897,-0.012012,0.002888,FALSE
4,4,16,0.014108,0.012022,0.002939,FALSE
4,6,16,-0.014427,-0.01206,-0.003021,FALSE
4,8,16,-0.014858,0.012114,0.003133,FALSE
4,10,16,-0.01541,-0.012166,0.003273,FALSE
4,12,16,0.01609,-0.012197,0.003438,FALSE
4,14,16,0.016902,0.012187,-0.003624,FALSE
4,16,16,-0.017848,0.012112,-0.003826,FALSE
4,18,16,0.018933,0.011948,-0.004037,FALSE
4,20,16,-0.020152,-0.011672,0.004247,FALSE
4,22,16,0.021503,0.011258,0.004441,FALSE
4,24,16,-0.02298,0.010683,-0.004599,FALSE
4,26,16,0.024569,0.009918,0.004691,FALSE
4,28,16,0.026249,-0.008928,0.004658,FALSE
4,30,16,-0.027994,-0.007642,-0.004385,FALSE
6,0,16,0.013814,0.012167,0.002901,FALSE
6,2,16,0.013948,-0.012123,-0.002923,FALSE
6,4,16,0.014189,0.012113,0.002977,FALSE
6,6,16,-0.014536,0.012129,0.003061,FALSE
6,8,16,0.014996,0.01216,0.003175,FALSE
6,10,16,0.015578,-0.012186,-0.003316,FALSE
6,12,16,0.01629,0.012187,-0.003482,FALSE
6,14,16,-0.017137,-0.01214,-0.003668,FALSE
6,16,16,0.018126,0.01202,0.003868,FALSE
6,18,16,0.019259,-0.011803,0.004074,FALSE
6,20,16,-0.020534,-0.011462,-0.004275,FALSE
6,22,16,-0.021952,-0.010973,-0.004455,FALSE
6,24,16,0.023509,-0.010306,-0.004593,FALSE
6,26,16,0.025197,0.00943,0.004652,FALSE
6,28,16,0.027003,-0.008299,0.004568,FALSE
8,0,16,0.013866,-0.012335,-0.002947,FALSE
8,2,16,-0.014026,-0.012274,-0.002971,FALSE
8,4,16,0.014294,-0.012244,0.003028,FALSE
8,6,16,-0.014671,-0.01224,0.003116,FALSE
8,8,16,-0.015163,0.012247,-0.003232,FALSE
8,10,16,-0.015777,0.012246,-0.003375,FALSE
8,12,16,0.016522,-0.012216,-0.003542,FALSE
8,14,16,-0.017408,-0.012132,0.003728,FALSE
8,16,16,-0.01844,0.011966,0.003926,FALSE
8,18,16,-0.019624,-0.011694,0.004127,FALSE
8,20,16,-0.020958,-0.011288,0.004319,FALSE
8,22,16,-0.022447,-0.010721,-0.004484,FALSE
8,24,16,-0.024089,0.00996,0.004598,FALSE
8,26,16,-0.025884,0.008967,0.00462,FALSE
8,28,16,0.027828,-0.007689,-0.004476,FALSE
10,0,16,-0.013947,-0.012534,-0.003007,FALSE
10,2,16,-0.014131,-0.012459,-0.003033,FALSE
10,4,16,-0.014425,0.012414,0.003093,FALSE
10,6,16,0.014832,-0.01239,-0.003185,FALSE
10,8,16,0.015356,0.012374,-0.003304,FALSE
10,10,16,0.016004,-0.012347,0.00345,FALSE
10,12,16,0.016786,0.012285,-0.003619,FALSE
10,14,16,0.017712,0.012163,-0.003805,FALSE
10,16,16,-0.01879,0.011953,0.004001,FALSE
10,18,16,-0.020025,0.011626,0.004198,FALSE
10,20,16,-0.021422,-0.011156,0.00438,FALSE
10,22,16,-0.022985,-0.010509,-0.004529,FALSE
10,24,16,0.024719,-0.009652,-0.004617,FALSE
10,26,16,-0.026627,-0.00854,-0.004598,FALSE
10,28,16,-0.028721,-0.007111,0.004385,FALSE
12,0,16,0.014047,0.012767,-0.003078,FALSE
12,2,16,0.014253,0.012682,0.003108,FALSE
12,4,16,-0.014572,0.012625,-0.003171,FALSE
12,6,16,-0.015009,-0.012584,-0.003267,FALSE
12,8,16,0.015567,-0.012546,0.003393,FALSE
12,10,16,-0.016252,-0.012492,-0.003542,FALSE
12,12,16,0.017074,-0.012399,-0.003713,FALSE
12,14,16,-0.018042,0.01224,0.003901,FALSE
12,16,16,0.019167,0.011985,0.004096,FALSE
12,18,16,0.020457,-0.011605,0.004288,FALSE
12,20,16,-0.021919,0.01107,-0.004461,FALSE
12,22,16,-0.023561,-0.010345,0.004593,FALSE
12,24,16,0.025391,0.009389,-0.004653,FALSE
12,26,16,0.027422,0.008156,0.004588,FALSE
14,0,16,0.014151,0.013038,-0.003161,FALSE
14,2,16,0.014379,-0.012947,0.003195,FALSE
14,4,16,-0.014724,-0.01288,-0.003263,FALSE
14,6,16,0.015191,-0.012825,0.003363,FALSE
14,8,16,-0.015786,0.012766,0.003494,FALSE
14,10,16,-0.016512,-0.012685,-0.00365,FALSE
14,12,16,0.017377,0.01256,0.003825,FALSE
14,14,16,-0.018391,0.012365,-0.004015,FALSE
14,16,16,-0.019565,0.012068,0.004211,FALSE
14,18,16,-0.020911,-0.011637,0.0044,FALSE
14,20,16,0.022442,-0.011038,-0.004564,FALSE
14,22,16,-0.024167,0.010232,-0.004679,FALSE
14,24,16,-0.0261,-0.009179,0.00471,FALSE
14,26,16,-0.028264,0.007824,0.004594,FALSE
16,0,16,-0.014246,0.013349,0.003253,FALSE
16,2,16,0.014498,0.013254,-0.003293,FALSE
16,4,16,-0.014871,-0.01318,-0.003366,FALSE
16,6,16,0.015372,-0.013112,0.003473,FALSE
16,8,16,-0.016006,0.013032,-0.00361,FALSE
16,10,16,-0.016778,-0.012924,0.003774,FALSE
16,12,16,0.01769,-0.012769,-0.003955,FALSE
16,14,16,0.018752,-0.012539,-0.004149,FALSE
16,16,16,-0.019978,-0.012202,0.004347,FALSE
16,18,16,-0.021384,-0.011722,-0.004534,FALSE
16,20,16,0.022985,-0.01106,-0.00469,FALSE
16,22,16,-0.024797,0.010177,0.004789,FALSE
16,24,16,-0.026841,-0.009025,-0.004789,FALSE
16,26,16,0.029146,0.00755,0.004619,FALSE
