#x, #y, #z, #V1, #V2
065,030,020,-0.0023653,-0.0004176
065,035,020,0.0023979,0.0004276
065,040,020,0.0027736,-0.0009676
065,045,020,-0.0027953,-0.0008152
065,050,020,0.0028405,-0.0006502
065,055,020,0.0031897,-0.0013752
065,060,020,-0.0033574,0.0017561
065,065,020,-0.0034645,-0.0019799
065,070,020,0.0034688,-0.0019676
065,075,020,-0.0034547,0.0020091
065,080,020,-0.0035268,-0.0023901
065,085,020,-0.0034230,0.0023041
065,090,020,0.0032617,-0.0019488
070,000,020,-0.0022803,0.0002305
070,005,020,-0.0021729,-0.0002283
070,010,020,-0.0017482,0.0001821
070,015,020,0.0022187,0.0003338
070,020,020,-0.0022814,-0.0003979
070,025,020,-0.0022899,-0.0004242
070,030,020,-0.0024603,-0.0005919
070,035,020,-0.0025630,-0.0006858
070,040,020,-0.0027962,0.0010789
070,045,020,-0.0028602,-0.0010290
070,050,020,-0.0030080,0.0010974
070,055,020,0.0032626,-0.0015599
070,060,020,-0.0033026,-0.0015853
070,065,020,0.0035425,0.0021680
070,070,020,-0.0035990,-0.0023295
070,075,020,0.0033491,0.0017815
070,080,020,-0.0034339,0.0022036
070,085,020,0.0034576,0.0023820
070,090,020,-0.0033149,-0.0020438
075,000,020,-0.0023918,-0.0004221
075,005,020,0.0020568,0.0001769
075,010,020,0.0017547,-0.0001858
075,015,020,-0.0025081,-0.0008960
075,020,020,0.0023972,0.0005614
075,025,020,-0.0021992,0.0004097
075,030,020,-0.0026060,-0.0009076
075,035,020,0.0026918,-0.0010229
075,040,020,-0.0028130,-0.0011943
075,045,020,0.0029729,-0.0014030
075,050,020,-0.0031045,0.0014208
075,055,020,0.0033023,-0.0015673
075,060,020,-0.0033081,0.0015406
075,065,020,-0.0036094,0.0023053
075,070,020,0.0036484,0.0024504
075,075,020,-0.0033060,-0.0014669
075,080,020,0.0034651,-0.0022115
075,085,020,0.0034851,-0.0024382
075,090,020,0.0032617,0.0019488
080,000,020,-0.0023735,0.0002484
080,005,020,0.0020864,-0.0001652
080,010,020,0.0019546,-0.0002080
080,015,020,0.0026136,-0.0012806
080,020,020,0.0023855,0.0006142
080,025,020,0.0021877,-0.0004459
080,030,020,-0.0027501,-0.0013265
080,035,020,0.0027226,-0.0011354
080,040,020,-0.0027634,-0.0011104
080,045,020,-0.0030510,-0.0016508
080,050,020,0.0031538,-0.0016173
080,055,020,0.0033392,0.0017141
080,060,020,0.0034287,-0.0018521
080,065,020,-0.0036159,0.0023064
080,070,020,-0.0035813,-0.0020730
080,075,020,-0.0033609,-0.0016070
080,080,020,-0.0035713,-0.0024086
080,085,020,-0.0034948,-0.0024257
080,090,020,-0.0031969,0.0017564
085,000,020,-0.0022474,0.0000548
085,005,020,-0.0021752,-0.0001639
085,010,020,-0.0022251,0.0002905
085,015,020,0.0025411,0.0010425
085,020,020,0.0022676,0.0004925
085,025,020,-0.0023638,-0.0006266
085,030,020,-0.0028479,-0.0016582
085,035,020,0.0026685,-0.0010637
085,040,020,0.0027152,-0.0010562
085,045,020,0.0031057,-0.0018528
085,050,020,0.0031298,-0.0016463
085,055,020,-0.0033508,0.0018197
085,060,020,-0.0035384,-0.0020981
085,065,020,-0.0035831,0.0021910
085,070,020,0.0035491,-0.0019514
085,075,020,-0.0034877,-0.0019282
085,080,020,0.0036064,-0.0024126
085,085,020,0.0034952,-0.0023276
085,090,020,-0.0032837,-0.0018680
090,000,020,-0.0021704,0.0000003
090,005,020,-0.0022077,0.0001358
090,010,020,0.0024021,-0.0005568
090,015,020,0.0023888,0.0006224
090,020,020,-0.0021342,-0.0003963
090,025,020,0.0025599,-0.0010109
090,030,020,0.0027996,0.0015795
090,035,020,-0.0025641,0.0009306
090,040,020,-0.0027617,-0.0012614
090,045,020,0.0031575,-0.0020783
090,050,020,-0.0030623,0.0015890
090,055,020,0.0033238,0.0018543
090,060,020,-0.0036401,-0.0021992
090,065,020,0.0035597,0.0020540
090,070,020,-0.0036306,0.0020992
090,075,020,0.0036215,0.0022277
090,080,020,-0.0035166,-0.0021042
090,085,020,-0.0035014,-0.0021873
090,090,020,0.0035277,0.0022911
000,000,025,0.0000555,0.0000913
000,005,025,-0.0000543,0.0000976
000,010,025,-0.0000568,-0.0001031
000,015,025,-0.0000711,-0.0001009
000,020,025,-0.0000839,0.0000874
000,025,025,0.0000951,-0.0000853
000,030,025,0.0000746,0.0000650
000,035,025,-0.0005650,-0.0000151
000,040,025,0.0008684,0.0000612
000,045,025,0.0011319,0.0001632
000,050,025,-0.0016488,0.0003014
000,055,025,0.0022205,-0.0005196
000,060,025,-0.0026491,0.0007930
000,065,025,-0.0029986,0.0009107
000,070,025,-0.0031689,0.0010792
000,075,025,-0.0034050,-0.0015401
000,080,025,0.0035755,-0.0025488
000,085,025,-0.0036727,0.0030653
000,090,025,-0.0037015,0.0032245
005,000,025,-0.0000556,-0.0000974
005,005,025,0.0000374,-0.0000999
005,010,025,0.0000402,-0.0001015
005,015,025,-0.0000728,-0.0000972
005,020,025,0.0000867,-0.0000815
005,025,025,0.0000989,0.0000780
005,030,025,-0.0001003,0.0000611
005,035,025,0.0000488,-0.0000157
005,040,025,0.0002326,0.0000525
005,045,025,0.0007799,0.0001429
005,050,025,-0.0014631,-0.0002602
005,055,025,-0.0021158,0.0004312
005,060,025,0.0026461,-0.0006907
005,065,025,-0.0031097,0.0009767
005,070,025,0.0033326,-0.0012919
005,075,025,0.0035357,-0.0017287
005,080,025,-0.0036790,-0.0025836
005,085,025,0.0037430,0.0030036
005,090,025,0.0037456,-0.0031019
010,000,025,0.0000517,0.0001006
010,005,025,-0.0001412,0.0000992
010,010,025,0.0001754,-0.0000988
010,015,025,-0.0000646,0.0000972
010,020,025,-0.0000830,-0.0000910
010,025,025,0.0000910,0.0000812
010,030,025,0.0,0.0
010,035,025,0.0000892,0.0000160
010,040,025,-0.0000528,0.0000448
010,045,025,-0.0004190,-0.0001252
010,050,025,-0.0013360,0.0002259
010,055,025,0.0021336,-0.0003815
010,060,025,-0.0028184,0.0008103
010,065,025,0.0033434,-0.0014791
010,070,025,-0.0035476,0.0017366
010,075,025,-0.0036768,-0.0019417
010,080,025,-0.0037266,-0.0024436
010,085,025,-0.0037002,-0.0026447
010,090,025,-0.0036652,0.0026649
015,000,025,0.0000177,0.0001018
015,005,025,0.0001163,0.0000978
015,010,025,0.0000172,-0.0000954
015,015,025,-0.0000024,0.0000936
015,020,025,-0.0003129,0.0000893
015,025,025,-0.0004807,-0.0000781
015,030,025,0.0,0.0
015,035,025,0.0000807,-0.0000153
015,040,025,-0.0000737,-0.0000386
015,045,025,0.0001896,0.0001089
015,050,025,0.0012960,-0.0001947
015,055,025,0.0022428,0.0003475
015,060,025,-0.0030277,-0.0011832
015,065,025,-0.0035164,-0.0019251
015,070,025,0.0036960,0.0019975
015,075,025,0.0037865,-0.0020772
015,080,025,0.0037641,-0.0022616
015,085,025,0.0036706,0.0022614
015,090,025,0.0036201,-0.0022396
020,000,025,-0.0003462,-0.0001036
020,005,025,0.0000403,0.0000962
020,010,025,0.0000618,0.0000911
020,015,025,0.0002628,0.0000904
020,020,025,-0.0009428,0.0000861
020,025,025,-0.0011022,0.0000759
020,030,025,0.0,0.0
020,035,025,-0.0001377,0.0000151
020,040,025,-0.0000005,0.0000338
020,045,025,0.0002734,0.0000932
020,050,025,-0.0013229,0.0001643
020,055,025,0.0023778,0.0003166
020,060,025,0.0031707,-0.0014624
020,065,025,0.0035439,0.0018957
020,070,025,-0.0036749,-0.0017136
020,075,025,0.0037626,-0.0017960
020,080,025,-0.0037507,0.0019305
020,085,025,0.0037040,0.0019899
020,090,025,0.0036906,-0.0020398
025,000,025,0.0004257,-0.0001057
025,005,025,0.0000611,-0.0000941
025,010,025,0.0000675,0.0000886
025,015,025,-0.0005532,0.0000884
025,020,025,-0.0010927,-0.0000840
025,025,025,-0.0011990,0.0000742
025,030,025,-0.0012376,-0.0000544
025,035,025,-0.0012661,0.0000210
025,040,025,0.0010503,-0.0000261
025,045,025,-0.0008047,-0.0000768
025,050,025,-0.0014867,0.0001346
025,055,025,0.0025524,0.0003038
025,060,025,-0.0032650,0.0016310
025,065,025,-0.0034952,-0.0016656
025,070,025,-0.0035063,0.0008917
025,075,025,-0.0035429,0.0011303
025,080,025,0.0035818,0.0014945
025,085,025,0.0036293,-0.0018439
025,090,025,0.0036633,-0.0020199
030,000,025,0.0001360,-0.0001076
030,005,025,0.0000654,0.0000883
030,010,025,-0.0000497,0.0000912
030,015,025,-0.0007091,-0.0000884
030,020,025,-0.0007673,-0.0000817
030,025,025,0.0008187,-0.0000712
030,030,025,0.0014040,-0.0000593
030,035,025,0.0018409,0.0000418
030,040,025,-0.0016908,-0.0000102
030,045,025,0.0012162,0.0000555
030,050,025,-0.0016906,-0.0001005
030,055,025,-0.0026846,-0.0002657
030,060,025,0.0032881,0.0016237
030,065,025,0.0034371,-0.0014813
030,070,025,0.0033784,0.0006813
030,075,025,-0.0033838,0.0008268
030,080,025,0.0035070,0.0014571
030,085,025,-0.0036499,-0.0020458
030,090,025,-0.0037063,0.0022576
035,000,025,0.0000411,-0.0001077
035,005,025,0.0000601,0.0000942
035,010,025,-0.0005711,0.0000971
035,015,025,0.0008159,-0.0000919
035,020,025,0.0000207,-0.0000819
035,025,025,-0.0001066,0.0000728
035,030,025,-0.0014219,0.0000674
035,035,025,0.0019578,0.0000655
035,040,025,0.0018362,-0.0000154
035,045,025,0.0015205,0.0000263
035,050,025,0.0019189,-0.0000584
035,055,025,0.0026935,-0.0001225
035,060,025,-0.0032065,-0.0012070
035,065,025,0.0033587,-0.0011407
035,070,025,0.0033079,-0.0007520
035,075,025,0.0033420,0.0009231
035,080,025,-0.0035332,-0.0017291
035,085,025,-0.0037217,0.0023773
035,090,025,-0.0037828,0.0025727
040,000,025,0.0000413,-0.0001080
040,005,025,0.0004566,-0.0001083
040,010,025,0.0012731,-0.0001068
040,015,025,0.0010007,0.0000995
040,020,025,-0.0000457,-0.0000873
040,025,025,0.0003434,-0.0000819
040,030,025,-0.0015187,-0.0000834
040,035,025,-0.0018211,0.0000769
040,040,025,-0.0018309,-0.0000478
040,045,025,-0.0019265,0.0000177
040,050,025,0.0022108,0.0000023
040,055,025,-0.0026739,-0.0000096
040,060,025,0.0031578,0.0007290
040,065,025,-0.0033268,0.0007844
040,070,025,0.0032686,-0.0008422
040,075,025,-0.0033459,-0.0011382
040,080,025,0.0035440,-0.0019175
040,085,025,-0.0036940,-0.0024481
040,090,025,-0.0037376,0.0026044
045,000,025,0.0000228,0.0001112
045,005,025,-0.0013292,0.0001203
045,010,025,0.0016466,-0.0001263
045,015,025,-0.0011371,-0.0001114
045,020,025,-0.0004557,-0.0001022
045,025,025,-0.0011283,-0.0001023
045,030,025,0.0016242,0.0001077
045,035,025,0.0016662,-0.0000962
045,040,025,0.0019736,0.0000949
045,045,025,0.0023370,0.0001059
045,050,025,-0.0024190,-0.0000854
045,055,025,0.0027113,0.0001539
045,060,025,0.0032585,0.0011577
045,065,025,0.0033947,-0.0016261
045,070,025,0.0033011,-0.0011955
045,075,025,-0.0034250,-0.0016104
045,080,025,0.0035567,0.0021143
045,085,025,0.0035519,-0.0022709
045,090,025,0.0035277,-0.0022911
050,000,025,-0.0004976,-0.0001196
050,005,025,0.0017108,0.0001425
050,010,025,0.0016739,-0.0001415
050,015,025,0.0011648,0.0001269
050,020,025,-0.0012906,0.0001288
050,025,025,0.0016968,0.0001441
050,030,025,-0.0016717,0.0001403
050,035,025,0.0016719,-0.0001318
050,040,025,-0.0022391,0.0001833
050,045,025,-0.0025285,-0.0002505
050,050,025,-0.0024655,-0.0001779
050,055,025,0.0027953,-0.0003472
050,060,025,0.0033680,-0.0014245
050,065,025,0.0034272,-0.0018141
050,070,025,-0.0033368,-0.0015051
050,075,025,-0.0035331,-0.0020815
050,080,025,-0.0035871,0.0023456
050,085,025,-0.0034076,-0.0020930
050,090,025,0.0032837,0.0018680
055,000,025,0.0014638,0.0001333
055,005,025,0.0019007,-0.0001726
055,010,025,-0.0014568,0.0001476
055,015,025,0.0012269,0.0001473
055,020,025,0.0018282,0.0001823
055,025,025,-0.0020751,0.0002284
055,030,025,-0.0018118,-0.0001876
055,035,025,-0.0019134,0.0001960
055,040,025,-0.0024922,-0.0003843
055,045,025,0.0025385,-0.0003433
055,050,025,-0.0025308,0.0002808
055,055,025,-0.0029683,-0.0008044
055,060,025,-0.0033906,0.0018869
055,065,025,0.0033799,0.0017698
055,070,025,-0.0033436,0.0016241
055,075,025,-0.0035545,0.0022292
055,080,025,-0.0035892,0.0024686
055,085,025,0.0033656,0.0021190
055,090,025,0.0031969,-0.0017564
060,000,025,-0.0021038,-0.0002027
060,005,025,0.0020184,-0.0001976
060,010,025,0.0012425,-0.0001569
060,015,025,0.0015638,0.0001830
060,020,025,-0.0021456,0.0002919
060,025,025,0.0022276,-0.0003228
060,030,025,-0.0020311,0.0002598
060,035,025,0.0022522,-0.0003210
060,040,025,-0.0026603,0.0006914
060,045,025,-0.0025590,0.0004213
060,050,025,-0.0027320,0.0005038
060,055,025,0.0031712,-0.0014601
060,060,025,0.0033564,-0.0018566
060,065,025,0.0033811,0.0018351
060,070,025,-0.0034063,-0.0018486
060,075,025,0.0034622,0.0020578
060,080,025,-0.0035193,0.0023858
060,085,025,0.0034048,-0.0022643
060,090,025,0.0032617,-0.0019488
065,000,025,-0.0024056,0.0005687
065,005,025,0.0019560,0.0001948
065,010,025,-0.0014186,0.0001764
065,015,025,0.0020893,-0.0002738
065,020,025,-0.0023046,0.0004041
065,025,025,-0.0022290,-0.0003618
065,030,025,0.0023102,0.0004051
065,035,025,-0.0025291,0.0005707
065,040,025,-0.0027334,-0.0008100
065,045,025,-0.0026697,0.0005736
065,050,025,-0.0029375,-0.0009191
065,055,025,-0.0032476,0.0016577
065,060,025,0.0032790,-0.0016438
065,065,025,-0.0034765,-0.0020863
065,070,025,-0.0035304,-0.0022073
065,075,025,-0.0033315,-0.0017596
065,080,025,0.0034355,-0.0022221
065,085,025,0.0034498,-0.0023676
065,090,025,-0.0033082,-0.0020415
070,000,025,-0.0024300,0.0006101
070,005,025,-0.0018509,0.0001801
070,010,025,-0.0017516,0.0002109
070,015,025,0.0024605,0.0007320
070,020,025,0.0022458,-0.0004135
070,025,025,0.0022225,0.0003902
070,030,025,0.0026562,0.0008593
070,035,025,0.0027463,-0.0009547
070,040,025,0.0027748,-0.0008892
070,045,025,-0.0028592,0.0009206
070,050,025,0.0030755,-0.0012758
070,055,025,-0.0032438,0.0015952
070,060,025,0.0032527,0.0014981
070,065,025,0.0035751,-0.0022993
070,070,025,-0.0035936,-0.0023752
070,075,025,-0.0032733,0.0013667
070,080,025,0.0034644,0.0022188
070,085,025,0.0034826,-0.0024340
070,090,025,0.0032617,0.0019488
075,000,025,-0.0023852,0.0004517
075,005,025,-0.0018711,-0.0001743
075,010,025,-0.0020630,0.0002649
075,015,025,0.0026727,0.0014154
075,020,025,-0.0021613,0.0004192
075,025,025,-0.0021581,0.0004425
075,030,025,0.0028203,0.0014961
075,035,025,0.0027406,0.0011289
075,040,025,-0.0027263,-0.0009479
075,045,025,-0.0029913,0.0013812
075,050,025,0.0031677,0.0015455
075,055,025,0.0032914,-0.0016801
075,060,025,-0.0033565,-0.0017423
075,065,025,0.0035871,0.0022977
075,070,025,-0.0035451,0.0020245
075,075,025,-0.0033324,-0.0015622
075,080,025,0.0035671,0.0024178
075,085,025,0.0034938,-0.0024271
075,090,025,-0.0031969,0.0017564
080,000,025,0.0023647,-0.0002827
080,005,025,-0.0020286,0.0001803
080,010,025,-0.0022143,-0.0003219
080,015,025,-0.0026696,0.0014281
080,020,025,0.0021814,-0.0004647
080,025,025,0.0022873,0.0005659
080,030,025,-0.0029207,0.0017939
080,035,025,0.0026859,0.0010628
080,040,025,-0.0027187,-0.0010009
080,045,025,0.0030964,-0.0017143
080,050,025,0.0031582,-0.0015946
080,055,025,-0.0033635,0.0018182
080,060,025,0.0034890,0.0020509
080,065,025,0.0035373,-0.0021349
080,070,025,-0.0035173,-0.0019192
080,075,025,0.0034751,0.0019416
080,080,025,0.0036047,0.0024344
080,085,025,0.0034928,0.0023288
080,090,025,-0.0032837,-0.0018680
085,000,025,-0.0023354,-0.0000993
085,005,025,-0.0021933,0.0001910
085,010,025,-0.0022994,0.0003917
085,015,025,-0.0025184,0.0009981
085,020,025,-0.0022335,-0.0005051
085,025,025,-0.0024914,0.0008633
085,030,025,0.0028703,-0.0017354
085,035,025,0.0026371,0.0010550
085,040,025,0.0027852,-0.0012480
085,045,025,-0.0031537,0.0019482
085,050,025,0.0030789,-0.0014837
085,055,025,-0.0033855,-0.0018891
085,060,025,-0.0035867,0.0022333
085,065,025,-0.0035012,-0.0019667
085,070,025,0.0035915,0.0020588
085,075,025,-0.0036254,-0.0022812
085,080,025,-0.0035192,-0.0021435
085,085,025,-0.0034942,0.0021800
085,090,025,0.0035277,0.0022911
090,000,025,0.0023265,-0.0000003
090,005,025,0.0022498,-0.0001525
090,010,025,-0.0023405,0.0004245
090,015,025,-0.0023908,-0.0006760
090,020,025,0.0022782,0.0005415
090,025,025,-0.0025871,0.0011190
090,030,025,0.0026914,0.0013598
090,035,025,0.0026129,0.0011044
090,040,025,-0.0028717,0.0015642
090,045,025,0.0031061,0.0019367
090,050,025,-0.0030146,-0.0014605
090,055,025,0.0033966,0.0020686
090,060,025,0.0036816,-0.0023647
090,065,025,-0.0034811,-0.0018056
090,070,025,-0.0036802,0.0021568
090,075,025,0.0037507,0.0024710
090,080,025,-0.0034389,0.0017935
090,085,025,0.0035140,-0.0020591
090,090,025,-0.0037376,-0.0026044
000,000,030,0.0000472,-0.0006092
000,005,030,-0.0000479,-0.0003106
000,010,030,-0.0000495,-0.0000577
000,015,030,-0.0000033,0.0000692
000,020,030,-0.0003307,-0.0000660
000,025,030,-0.0004963,0.0000540
000,030,030,0.0009944,0.0000294
000,035,030,-0.0014178,-0.0000129
000,040,030,-0.0016307,0.0000816
000,045,030,-0.0018646,-0.0001840
000,050,030,-0.0022700,-0.0003737
000,055,030,0.0026875,-0.0008192
000,060,030,-0.0030160,0.0012968
000,065,030,0.0,0.0
000,070,030,-0.0034675,0.0016569
000,075,030,0.0036063,-0.0020204
000,080,030,0.0037044,-0.0026710
000,085,030,-0.0037477,-0.0030208
000,090,030,0.0037456,-0.0031019
005,000,030,0.0000463,-0.0000216
005,005,030,0.0000478,-0.0000527
005,010,030,-0.0000502,0.0000618
005,015,030,0.0000455,0.0000637
005,020,030,-0.0000181,-0.0000603
005,025,030,0.0000986,-0.0000492
005,030,030,0.0006259,0.0000261
005,035,030,0.0011026,-0.0000125
005,040,030,0.0014957,-0.0000715
005,045,030,0.0019128,-0.0001682
005,050,030,-0.0023775,0.0003842
005,055,030,-0.0028035,-0.0010144
005,060,030,-0.0031535,-0.0015915
005,065,030,0.0034605,-0.0017708
005,070,030,0.0035851,0.0017840
005,075,030,-0.0036646,0.0019685
005,080,030,-0.0036994,-0.0024070
005,085,030,-0.0036888,-0.0026274
005,090,030,-0.0036652,0.0026649
010,000,030,0.0000376,-0.0000650
010,005,030,-0.0000187,0.0000619
010,010,030,0.0000236,0.0000603
010,015,030,0.0000175,0.0000587
010,020,030,-0.0000285,-0.0000542
010,025,030,-0.0000506,-0.0000437
010,030,030,0.0,0.0
010,035,030,0.0002860,0.0000116
010,040,030,-0.0011903,-0.0000619
010,045,030,0.0018776,-0.0001440
010,050,030,-0.0024263,0.0003568
010,055,030,-0.0028949,0.0012188
010,060,030,-0.0032755,-0.0018756
010,065,030,0.0035337,0.0019226
010,070,030,0.0036373,-0.0017482
010,075,030,-0.0036986,-0.0018736
010,080,030,0.0036909,-0.0021050
010,085,030,0.0036447,-0.0022081
010,090,030,0.0036201,-0.0022396
015,000,030,0.0000416,-0.0000633
015,005,030,0.0000077,0.0000602
015,010,030,0.0001720,-0.0000566
015,015,030,0.0003916,0.0000537
015,020,030,-0.0001561,0.0000487
015,025,030,-0.0000639,0.0000384
015,030,030,-0.0000787,-0.0000206
015,035,030,0.0000660,-0.0000090
015,040,030,0.0006944,0.0000528
015,045,030,0.0016777,-0.0001139
015,050,030,0.0023634,-0.0002568
015,055,030,-0.0029213,0.0011673
015,060,030,0.0032941,0.0018059
015,065,030,0.0034465,0.0015336
015,070,030,-0.0035344,-0.0010616
015,075,030,0.0036380,0.0014677
015,080,030,0.0036724,-0.0017495
015,085,030,0.0036795,0.0019369
015,090,030,0.0036906,-0.0020398
020,000,030,0.0000460,-0.0000574
020,005,030,-0.0000386,0.0000586
020,010,030,-0.0003759,-0.0000547
020,015,030,-0.0007996,0.0000505
020,020,030,0.0006962,-0.0000451
020,025,030,0.0,0.0
020,030,030,-0.0000698,-0.0000182
020,035,030,0.0000536,-0.0000075
020,040,030,-0.0003533,-0.0000433
020,045,030,0.0014028,0.0000878
020,050,030,0.0022772,-0.0001800
020,055,030,0.0029400,-0.0010860
020,060,030,0.0032551,0.0015509
020,065,030,0.0032717,0.0006516
020,070,030,-0.0032873,-0.0001459
020,075,030,-0.0034226,-0.0008093
020,080,030,0.0035335,-0.0013952
020,085,030,-0.0036187,-0.0018267
020,090,030,0.0036633,-0.0020199
025,000,030,0.0000449,-0.0000662
025,005,030,0.0000220,-0.0000606
025,010,030,-0.0006462,-0.0000543
025,015,030,0.0010046,-0.0000493
025,020,030,0.0,0.0
025,025,030,0.0,0.0
025,030,030,-0.0006045,0.0000176
025,035,030,-0.0006545,0.0000045
025,040,030,0.0005658,-0.0000326
025,045,030,-0.0012147,0.0000642
025,050,030,-0.0022596,-0.0001253
025,055,030,0.0029718,0.0010705
025,060,030,-0.0032108,0.0013240
025,065,030,-0.0031683,-0.0000121
025,070,030,-0.0031711,-0.0002488
025,075,030,0.0033227,0.0007164
025,080,030,-0.0035116,0.0015021
025,085,030,-0.0036564,0.0020696
025,090,030,-0.0037063,0.0022576
030,000,030,-0.0000437,-0.0000679
030,005,030,0.0001967,0.0000643
030,010,030,-0.0008553,0.0000570
030,015,030,0.0008916,0.0000506
030,020,030,0.0,0.0
030,025,030,-0.0010015,-0.0000356
030,030,030,0.0013540,-0.0000251
030,035,030,-0.0013151,-0.0000054
030,040,030,-0.0009323,0.0000178
030,045,030,0.0013016,0.0000394
030,050,030,-0.0022905,0.0000688
030,055,030,-0.0029319,-0.0005736
030,060,030,-0.0031354,0.0008358
030,065,030,-0.0031424,0.0003770
030,070,030,-0.0031897,0.0004796
030,075,030,-0.0033566,-0.0010284
030,080,030,-0.0035801,0.0018806
030,085,030,-0.0037397,0.0024246
030,090,030,-0.0037828,0.0025727
035,000,030,-0.0000407,-0.0000676
035,005,030,0.0007430,-0.0000720
035,010,030,-0.0010074,0.0000646
035,015,030,0.0003540,-0.0000562
035,020,030,-0.0003158,0.0000489
035,025,030,-0.0012796,0.0000452
035,030,030,-0.0016443,0.0000416
035,035,030,0.0015094,-0.0000232
035,040,030,-0.0013166,0.0000050
035,045,030,0.0017112,-0.0000077
035,050,030,0.0023633,-0.0000068
035,055,030,0.0028453,0.0001000
035,060,030,0.0,0.0
035,065,030,-0.0031581,0.0006864
035,070,030,0.0032133,0.0007232
035,075,030,0.0033959,0.0013433
035,080,030,-0.0035956,-0.0020707
035,085,030,0.0037113,-0.0024922
035,090,030,-0.0037376,0.0026044
040,000,030,0.0000219,0.0000874
040,005,030,-0.0013301,-0.0000849
040,010,030,-0.0010423,0.0000759
040,015,030,-0.0000423,-0.0000645
040,020,030,0.0003051,-0.0000602
040,025,030,0.0015108,0.0000632
040,030,030,-0.0016835,-0.0000612
040,035,030,0.0015380,0.0000471
040,040,030,0.0017575,0.0000422
040,045,030,0.0021575,-0.0000481
040,050,030,0.0024417,-0.0000721
040,055,030,0.0028365,0.0003322
040,060,030,0.0031976,0.0008076
040,065,030,0.0032387,-0.0011669
040,070,030,-0.0032538,-0.0010804
040,075,030,0.0034561,-0.0017325
040,080,030,-0.0035713,0.0021667
040,085,030,0.0035522,-0.0022752
040,090,030,0.0035277,-0.0022911
045,000,030,0.0012143,-0.0001033
045,005,030,0.0017378,-0.0001113
045,010,030,0.0009042,-0.0000907
045,015,030,0.0000405,-0.0000793
045,020,030,0.0008994,0.0000812
045,025,030,0.0016147,0.0000900
045,030,030,0.0015355,-0.0000833
045,035,030,0.0016259,0.0000812
045,040,030,0.0021310,-0.0001115
045,045,030,-0.0023887,-0.0001459
045,050,030,0.0024395,-0.0001497
045,055,030,0.0028964,-0.0006517
045,060,030,-0.0033334,0.0014115
045,065,030,0.0032905,-0.0014768
045,070,030,-0.0032951,-0.0014282
045,075,030,0.0035384,0.0021290
045,080,030,0.0035620,0.0023026
045,085,030,-0.0033865,-0.0020430
045,090,030,0.0032837,0.0018680
050,000,030,0.0017489,0.0001305
050,005,030,-0.0018379,0.0001379
050,010,030,-0.0007966,0.0001092
050,015,030,0.0006427,-0.0001062
050,020,030,0.0015528,-0.0001194
050,025,030,-0.0016690,-0.0001254
050,030,030,0.0014040,0.0001145
050,035,030,0.0018395,0.0001355
050,040,030,0.0023559,-0.0002356
050,045,030,-0.0024039,-0.0002239
050,050,030,-0.0024871,-0.0002385
050,055,030,-0.0030073,-0.0010453
050,060,030,-0.0033592,-0.0014056
050,065,030,0.0032574,0.0014823
050,070,030,-0.0033076,0.0015751
050,075,030,-0.0035614,0.0022814
050,080,030,-0.0035555,-0.0024078
050,085,030,-0.0033374,-0.0020516
050,090,030,0.0031969,-0.0017564
055,000,030,0.0020902,0.0002000
055,005,030,0.0016452,0.0001450
055,010,030,-0.0008469,0.0001311
055,015,030,-0.0015985,0.0001527
055,020,030,0.0020185,0.0002057
055,025,030,0.0017248,-0.0001688
055,030,030,0.0015595,0.0001620
055,035,030,-0.0021609,0.0002416
055,040,030,0.0024730,-0.0003978
055,045,030,-0.0023889,0.0002881
055,050,030,0.0027159,-0.0005056
055,055,030,0.0,0.0
055,060,030,-0.0032926,0.0017614
055,065,030,0.0032579,-0.0015550
055,070,030,-0.0033537,-0.0017489
055,075,030,0.0034686,-0.0021035
055,080,030,-0.0035035,-0.0023628
055,085,030,0.0033849,-0.0022200
055,090,030,0.0032617,-0.0019488
060,000,030,-0.0023171,0.0004693
060,005,030,-0.0013662,0.0001539
060,010,030,0.0010715,-0.0001588
060,015,030,-0.0021429,-0.0002839
060,020,030,-0.0022052,0.0003303
060,025,030,0.0017632,-0.0002183
060,030,030,-0.0019286,0.0002456
060,035,030,0.0024400,-0.0004700
060,040,030,-0.0025243,-0.0005005
060,045,030,0.0024558,0.0003765
060,050,030,-0.0029489,0.0010768
060,055,030,0.0032372,0.0017430
060,060,030,0.0031911,-0.0014892
060,065,030,0.0033785,-0.0019059
060,070,030,-0.0034586,-0.0020662
060,075,030,-0.0033191,0.0017510
060,080,030,-0.0034370,0.0022395
060,085,030,0.0034404,0.0023494
060,090,030,-0.0033149,0.0020438
065,000,030,0.0023928,-0.0006058
065,005,030,0.0013392,0.0001664
065,010,030,-0.0016078,-0.0002024
065,015,030,0.0024460,0.0007014
065,020,030,-0.0021595,0.0003396
065,025,030,-0.0019162,-0.0002893
065,030,030,-0.0023706,-0.0004885
065,035,030,-0.0025988,0.0007609
065,040,030,-0.0025404,-0.0005432
065,045,030,0.0026393,0.0005689
065,050,030,-0.0030658,0.0013774
065,055,030,0.0032073,0.0016114
065,060,030,0.0031541,-0.0013082
065,065,030,-0.0035222,-0.0022452
065,070,030,0.0035221,-0.0022533
065,075,030,-0.0032441,-0.0012804
065,080,030,-0.0034683,0.0022406
065,085,030,-0.0034779,-0.0024253
065,090,030,0.0032617,0.0019488
070,000,030,0.0023416,-0.0003832
070,005,030,0.0015806,0.0001829
070,010,030,0.0021011,0.0002995
